r2,cv10%,cv5%,cv1%
0.05,2.0154172937684796,1.6556437736336125,1.4438892028420933
0.055,2.018492364428722,1.5912217239915531,1.398993464952892
0.06,1.9891784956081202,1.5021007005398412,1.3066806502470938
0.065,2.040852926708963,1.621743323359357,1.3840314883583613
0.06999999999999999,2.0541232377324627,1.621726320436751,1.4040891288646762
0.07499999999999998,2.0466106722266963,1.5773721953746085,1.3589175746109206
0.07999999999999999,2.008899382832988,1.5734013575750028,1.3601476202897467
0.08499999999999999,2.0313580269624807,1.5909247378326803,1.3659822419252343
0.08999999999999998,1.9336487633369825,1.5383814116643908,1.3147181128708603
0.09499999999999997,2.069577131687877,1.542750440303266,1.330883200102448
0.09999999999999998,2.0456878870955677,1.5587958168753757,1.340881862872272
0.10499999999999998,2.0408296478797627,1.5409515375298344,1.3082176735293265
0.10999999999999997,2.0111832452019134,1.5489078609420732,1.3366476650811305
0.11499999999999998,2.0646805450885104,1.5663609115720354,1.3462159211156466
0.11999999999999997,1.874432094151363,1.398160334311142,1.1165131421359424
0.12499999999999996,2.055543409102321,1.5295925290304337,1.2885487876038904
0.12999999999999995,1.9519063874455733,1.507069911021857,1.2844244845303223
0.13499999999999995,1.955908245018151,1.5283030169787062,1.285738136448604
0.13999999999999996,2.015106408483677,1.507668552056744,1.2606360733874677
0.14499999999999996,2.0080629848885874,1.497684722199097,1.2746754209737028
0.14999999999999997,2.06010558234315,1.4800822722968172,1.250798004496126
0.15499999999999997,2.0079244278521102,1.4730837203893625,1.248364987764439
0.15999999999999995,2.0617158671627385,1.472975659549105,1.2363602023782627
0.16499999999999992,2.10388566766976,1.4934891650053859,1.2374522651539672
0.16999999999999993,2.046329375448062,1.467708096420433,1.233738362378223
0.17499999999999993,1.8778363338400483,1.347451282704124,1.1160888886963034
0.17999999999999994,2.055210671540932,1.4159503123443413,1.192769373432198
0.18499999999999994,1.9238143627909021,1.423464595968896,1.1623744462596979
0.18999999999999995,1.9844333241664465,1.425747288109887,1.1756348897761912
0.19499999999999995,1.9038883146985692,1.3790669848533994,1.1690461282166302
0.1999999999999999,1.9791407675749173,1.375997303055265,1.1534081160874934
0.2049999999999999,1.9331391126080835,1.3794960955638307,1.1388614617568669
0.2099999999999999,1.9261394183871101,1.3627448148133325,1.1296494588465333
0.2149999999999999,1.8616464918772169,1.3593441489075608,1.1360647261027959
0.21999999999999992,1.7684354334877395,1.217486407024191,1.014164286615055
0.22499999999999992,1.911871432500988,1.3346694745566532,1.1117084419042564
0.22999999999999993,1.8853225686999548,1.3126877371951156,1.102342024814106
0.23499999999999993,1.8766098901716057,1.318520811737353,1.1051662258969501
0.23999999999999988,1.8490846121758955,1.3158770396061885,1.087193933624775
0.24499999999999988,1.8369478492352564,1.323024407928605,1.0797576521734589
0.2499999999999999,1.8162819699001436,1.3183059940234785,1.0334699229136604
0.2549999999999999,1.8462133237422922,1.3025238087428042,1.0786515787513875
0.2599999999999999,1.8151139515185182,1.303672558846967,1.0574087253657682
0.2649999999999999,1.83487587939002,1.3089061490666876,1.070605621272593
0.2699999999999999,1.8963233837161966,1.3095505090443926,1.0607390623232222
0.2749999999999999,1.8007831067512512,1.3201848721061646,1.0484440967123476
0.27999999999999986,1.8760442716232983,1.3112084924916092,1.0248791085203963
0.28499999999999986,1.848894866954719,1.2549768540422497,0.9812691073553931
0.28999999999999987,1.810998781743228,1.2812742014484007,1.0185204974012607
0.2949999999999999,1.7925638265127715,1.2979351860687098,1.0065435909483051
0.2999999999999999,1.788594384322664,1.227431632338509,1.000630035141036
0.3049999999999999,1.8028492070874598,1.2698176812666306,0.9914893312101547
0.3099999999999999,1.8213296683885545,1.2747021712994047,0.9844482649050702
0.31499999999999984,1.7800561038784504,1.2816445889782486,0.9842360616826377
0.31999999999999984,1.7546369366874486,1.2906560593824603,0.9677545531160644
0.32499999999999984,1.807201525999345,1.2458054757810972,1.0125340754077758
0.32999999999999985,1.8396267536369433,1.2672530414747358,0.9976134729140226
0.33499999999999985,1.746174671550751,1.2563777080149323,0.9986630351259383
0.33999999999999986,1.7896513534238303,1.2361540986918123,0.983399917781928
0.34499999999999986,1.71975996412629,1.1817525129590862,0.8885715662856523
0.3499999999999998,1.7337435618802697,1.248206374372518,0.9491275337632179
0.3549999999999998,1.8335358881836816,1.212074856120952,0.9562223658622262
0.3599999999999998,1.751658306459017,1.193987728986812,0.9781719311334898
0.3649999999999998,1.7718822686417,1.227040477506887,0.9604420436226396
0.36999999999999983,1.7189878962186473,1.2151396741658604,0.9755374108281741
0.37499999999999983,1.6807403828765115,1.1929394309553096,0.9426505495714923
0.37999999999999984,1.6558892620196095,1.1957674713565134,0.9440090523310914
0.38499999999999984,1.6826492204111634,1.1934970495734558,0.9313329616035503
0.38999999999999985,1.6739089259612907,1.183047846252365,0.904208458299826
0.3949999999999998,1.6937737976739053,1.1721767628372044,0.9071288361527429
0.3999999999999998,1.6952482760052194,1.1657608674017497,0.9113155589853088
0.4049999999999998,1.7125332092679513,1.1662692272205855,0.9295729890872618
0.4099999999999998,1.675735140433918,1.166864154689847,0.9208742253120981
0.4149999999999998,1.680447229012947,1.153939373679603,0.9145781796660932
0.4199999999999998,1.6278194950416613,1.1414817015057892,0.914489977258441
0.4249999999999998,1.6596382299147703,1.1621740608081075,0.8960038705431976
0.42999999999999977,1.6462956753163975,1.1483089786567027,0.8679725324386034
0.4349999999999998,1.713325690046293,1.1242083442011752,0.8496476948534856
0.4399999999999998,1.6778503042279496,1.1279937268471119,0.8463934727790131
0.4449999999999998,1.6923653243954417,1.1440284088558208,0.8386594072016375
0.4499999999999998,1.6818826968447387,1.1648554891445162,0.8442892623229556
0.4549999999999998,1.64190168670253,1.1350278152022188,0.8279648297906567
0.4599999999999998,1.6916302866626858,1.1401915535657372,0.8074659200668765
0.4649999999999998,1.674341797732349,1.1189087553776098,0.8014554188431613
0.4699999999999998,1.6637192309592468,1.1197497743119957,0.7832400000012919
0.47499999999999976,1.6833885109646578,1.114059528687468,0.7968803555041015
0.47999999999999976,1.6704438048685553,1.0948717659655867,0.7928173836583714
0.48499999999999976,1.7288720622820448,1.0737756751517744,0.7921484121574016
0.48999999999999977,1.6910464183581078,1.0577402187279237,0.7908680716616934
0.4949999999999998,1.665819983449003,1.0701995432225555,0.7704059831848618
0.4999999999999998,1.640338627232864,1.0631532924835498,0.7741906637043406
0.5049999999999998,1.7033207433442143,1.0711048011671447,0.767701023024856
0.5099999999999998,1.6584375003575207,1.0842428848994374,0.7640136018429473
0.5149999999999998,1.6776788881099347,1.0712105398630543,0.7676404854611024
0.5199999999999998,1.5918363410600787,1.0542352716419288,0.7451146226529728
0.5249999999999998,1.562993546915466,1.0321445756851462,0.7515297770405323
0.5299999999999998,1.618828444941515,1.0355337047248243,0.7553488611663268
0.5349999999999998,1.6234647341976016,1.0344440023356436,0.7289011461053799
0.5399999999999998,1.6401812257557635,1.0108978802109305,0.7224543761916713
0.5449999999999998,1.6402163086496395,1.005448723698513,0.7213098706363454
0.5499999999999998,1.6799725888621635,0.9922934526217172,0.7208921642314254
0.5549999999999998,1.6008351662915212,0.9895460261386801,0.6987106208217352
0.5599999999999998,1.579597289960708,0.9946629729342715,0.6815654597864366
0.5649999999999998,1.5626537440757464,0.9735282487015451,0.6626813422864286
0.5699999999999998,1.5840758644662818,0.9845850953199734,0.6643106471087645
0.5749999999999997,1.5273264642094635,0.9426699850486455,0.6351743155883426
0.5799999999999997,1.5686564459385242,0.9654362497317943,0.666366745787903
0.5849999999999997,1.534490671416829,0.9270339640522773,0.5963983459761081
0.5899999999999997,1.5944727617350225,0.9283854271544809,0.6321848370228774
0.5949999999999998,1.531224237552943,0.8921481962329562,0.5778675583280346
0.5999999999999998,1.5743509998943612,0.9287854819626872,0.6164984929701103
0.6049999999999998,1.5377400303647246,0.8814027309973586,0.5515560482123645
0.6099999999999998,1.5420702966300543,0.9178172925285577,0.5900942104676065
0.6149999999999998,1.4993061130319087,0.8734657617980998,0.5213525524645276
0.6199999999999998,1.4917612037709076,0.9235919842855063,0.5697668329606439
0.6249999999999998,1.478593570641881,0.8682556611948498,0.5016781421504282
0.6299999999999998,1.4784975618345242,0.89698285867452,0.5479259293827914
0.6349999999999998,1.4220221032733558,0.8248113918870337,0.4948817922583283
0.6399999999999998,1.5165800762481434,0.8635641530188369,0.5480105949924711
0.6449999999999998,1.0869202550043995,0.5102966960416516,0.18115557952815867
0.6499999999999997,1.527563546862685,0.871425399482782,0.5261554240338593
0.6549999999999997,1.5323089781422081,0.8835227638918666,0.5197228780567777
0.6599999999999997,1.5322414676960812,0.8607506386506604,0.5029797988211965
0.6649999999999997,1.495336601421772,0.8622982754378634,0.5160919697605931
0.6699999999999997,1.500603913416958,0.8577092868422662,0.5102895153986237
0.6749999999999997,1.4951928338037548,0.8409630271684648,0.5147636846455891
0.6799999999999997,1.4667350842931846,0.830766592896397,0.5128088084029823
0.6849999999999997,1.5000927912041278,0.8256689904135297,0.50333482240331
0.6899999999999997,1.423895945669549,0.8183244286814039,0.48630303323964363
0.6949999999999997,1.4840304779748634,0.8094352642032597,0.4841877824281078
0.6999999999999997,1.412738117898003,0.7724431582567612,0.429991234130285
0.7049999999999997,1.4661111914641818,0.7899136627133769,0.45555719662338984
