,cv10,cv05,cv01
0.1,2.5217283618886546,3.1771689732935826,5.314508276353172
0.2,2.411603964740596,3.514737016188609,5.326295309500085
0.30000000000000004,1.1722853190084703,1.8308189916925475,2.6914981628570254
0.4,0.6941114922321968,1.2206409658176236,1.8657431205136457
0.5,0.6517018155991879,1.6894970347519458,2.172123625559356
0.6,0.7109524330170133,1.4172456859148839,1.7626316260906139
0.7000000000000001,0.1192528242607887,0.5648638011936944,1.5061962518882765
0.8,0.32899680630453687,1.131922349579486,1.4488363531714226
0.9,-0.09184438846482738,0.3202518504523971,1.0308577913807149
1.0,-0.18374954252152204,0.3945370621764263,0.7214854408096296
