,cv10,cv05,cv01
0.1,1.6052083541841256,2.0484027677596206,2.929313700936582
0.2,1.5223045709023684,1.9541580576427302,2.944851525452825
0.30000000000000004,0.9004721938733604,1.2185803544006573,1.5651824361874629
0.4,0.4439230571073798,0.8740830614318122,1.725555402546189
0.5,0.8670717024173157,1.2471371546367545,1.7754241416755168
0.6,0.46267856854898404,0.9234151342297021,1.1925151873270434
0.7000000000000001,0.23782681639686687,0.5141353932242209,1.5613907173295518
0.8,0.00597790591908072,0.5483251261593113,1.1669544652871604
0.9,-0.10811020886829457,0.24684533328260136,0.8648973539072693
1.0,-0.506932480090256,0.03879406864540917,0.5848375291961274
