,cv10,cv05,cv01
0.01,2.5125162417660034,2.71432373880938,3.272668367812638
0.011,2.418025924947785,2.6479810156205623,3.103706022089115
0.012,2.4016335581645496,2.5670070246374257,3.053520418697899
0.013000000000000001,2.3669857219418997,2.5731468304805265,3.0150060082181613
0.014,2.344781257114803,2.5259646947615395,3.0126044505740497
0.015,2.2826493563950163,2.4755869948308433,2.8819856835100435
0.016,2.2805030582800523,2.4669762052404853,2.8759341400138707
0.017,2.257770377325614,2.4294367219620425,2.848024034554624
0.018000000000000002,2.2397150857660955,2.4471931037252674,2.8073798846156683
0.019000000000000003,2.2207607122691377,2.4400159381650743,2.8285824937227346
0.02,2.18520213958477,2.392248364417555,2.8476308428773076
0.020999999999999998,2.1631262900354176,2.3954634610727483,2.851358020278327
0.022,2.1467112548960325,2.3599459631659814,2.816007277156187
0.023,2.1258938176623587,2.340090720951957,2.785895042149123
0.024,2.1217079750672188,2.3032839450142957,2.7445753579581234
0.025,2.1089810519289913,2.2865637317206216,2.6921017570365913
0.026000000000000002,2.084412401514738,2.2705814180391273,2.7086015984016476
0.027000000000000003,2.055121469202167,2.2457910682815303,2.651736956750628
0.028000000000000004,2.0157001625740922,2.211270122785917,2.6321199689104895
0.028999999999999998,2.0352069790699265,2.2302331046272243,2.673701123988537
0.03,2.0068285267601538,2.226588893969171,2.5856963301243394
0.031,1.9640214195078793,2.1879180872169015,2.6153396478411945
0.032,1.9997042889736762,2.203703966141149,2.6245460153759286
0.033,1.9990991145481227,2.2077564878434592,2.684226217149644
0.034,2.007983231716746,2.2142031139168856,2.6235201161694777
0.035,1.9787333496085462,2.1742680468512123,2.6121776778080505
0.036000000000000004,1.99275641561626,2.182195905158965,2.636995900166862
0.037,1.9780699578567207,2.1733302884852774,2.604161456874282
0.038,1.9775046300965788,2.196194019443938,2.6135264801390434
0.039,1.957737440871157,2.1714944343904388,2.6496800171817614
0.04,1.945906813448331,2.1849580658803918,2.542830614332707
0.041,1.951019344966428,2.167348552989509,2.53141822736844
0.042,1.9234971741109064,2.151297688669232,2.5380230639372283
0.043000000000000003,1.9460712127515003,2.129620212611432,2.5621136188438296
0.044000000000000004,1.9270990006341842,2.1249376812026277,2.5700054809656248
0.045000000000000005,1.9031097182028083,2.1040569737612023,2.5419416734292497
0.046000000000000006,1.9170811155944243,2.114961187783333,2.557980596871665
0.047,1.8899298120097596,2.11463966275414,2.5759617668313757
0.048,1.8870434412702666,2.107050032916441,2.5867194355603638
0.049,1.9007174817389778,2.1116835112985055,2.556267248226234
0.05,1.893834302931662,2.114276672077456,2.6180345577767183
0.051000000000000004,1.9001218554799117,2.10853926239488,2.5709106566961766
0.052000000000000005,1.9046967616920008,2.109277554930254,2.5033657048727727
0.053000000000000005,1.8821848931002985,2.0996648599449945,2.4862859761993015
0.054,1.874683615141926,2.1045953477010912,2.479035969973452
0.055,1.8672220579198733,2.0591701367911472,2.491037318770901
0.056,1.881089888728018,2.063981305612782,2.465671415762867
0.057,1.8525966480226699,2.0554726754440624,2.496354350045668
0.058,1.854696387948792,2.0386998245936807,2.4733492712737397
0.059000000000000004,1.8583292811891252,2.040784009202047,2.4605656978737143
0.060000000000000005,1.8538214094729726,2.048623123877315,2.4483900719257847
0.061000000000000006,1.731364757950169,1.9641109460244217,2.318061734623778
0.062000000000000006,1.8202466948250082,2.0551146175858532,2.4016921207741566
0.063,1.8231992043450647,2.039802834419444,2.370520386031673
0.064,1.8317682620044458,2.0423866505408976,2.3823840237277794
0.065,1.8354197584681375,2.0402826748556344,2.358169127409378
0.066,1.8311999090103788,2.0136664928854597,2.4148564609789043
0.067,1.817452725154624,2.0112243248560118,2.44069292058149
0.068,1.8030627821617966,2.0144734938883455,2.399266235173879
0.069,1.804772002987042,1.9996400240294445,2.4291934581964703
0.06999999999999999,1.7924673859833358,1.9782954103138106,2.458093904783482
0.071,1.8081809342706658,1.9723964984816318,2.4339195444311805
0.072,1.7856785679379676,1.9722911250309991,2.3880319325797057
0.073,1.8031235486472863,1.9972651400357964,2.4603309730378107
0.074,1.802522935462741,1.9922331793893728,2.497676777673778
0.075,1.7798201171487102,1.9919308933147497,2.4856215912577557
0.076,1.7822618200104976,1.993198749895125,2.4255233790322928
0.077,1.7797895742354635,1.9870647301941906,2.4356173038005626
0.078,1.758875248014961,2.0007086903068343,2.455265906859064
0.079,1.7693258799550484,1.9847116797897983,2.460898078789483
0.08,1.7571934963845297,1.9686781025402533,2.4840314652777042
0.081,1.7442785445335365,1.9685521484398052,2.447389968352597
0.082,1.7701956532646261,1.9800688573328422,2.4545086581899107
0.08299999999999999,1.753024014574806,1.987362170487455,2.461755518164745
0.08399999999999999,1.7663911504446943,1.9686833698575128,2.4421255142808747
0.08499999999999999,1.7458794633199195,1.9459355972270598,2.4861508748774384
0.086,1.7382340738493958,1.950267822934499,2.503889834133087
0.087,1.737346082682047,1.9701313406631857,2.473032192474351
0.088,1.7320171979631243,1.9549062357495348,2.506740963404244
0.089,1.712433647330898,1.955092402982447,2.4895794597429974
0.09,1.721853104706117,1.9519236660665216,2.490060996380495
0.091,1.706186094237986,1.9464856442271692,2.474892800588337
0.092,1.6929452067290665,1.9404407717613268,2.4901538802510537
0.093,1.6938002117870206,1.9468841377440065,2.4875486259710415
0.094,1.6930179706581896,1.930658709418958,2.4601870887356365
0.095,1.693914131249862,1.907792161452631,2.4811765035817115
0.096,1.6969248710917026,1.916145859296708,2.4478779227165544
0.097,1.6941808413245873,1.9009042106618956,2.41998891082194
0.09799999999999999,1.6980749056902025,1.9194046434366285,2.41660838216639
0.09899999999999999,1.6882368730246005,1.9105170085126617,2.4485019464834727
0.09999999999999999,1.6837103403985993,1.9210365456624512,2.461238940057429
0.10099999999999999,1.6875911422316405,1.926058547135772,2.444496976633374
0.102,1.6948165106091846,1.9263758527259802,2.4450038948203376
0.103,1.6883298525100494,1.930386777621143,2.428496185251995
0.104,1.6780611366797171,1.9042073331444425,2.4553887627341924
0.105,1.6911677867074066,1.9051026527665234,2.447490779859935
0.106,1.682493771593757,1.904999164331545,2.4416342755965563
0.107,1.6962676223546114,1.9032631417987944,2.455717565283331
0.108,1.6832687921524423,1.9018213232954968,2.459214800178094
0.109,1.6728980882530256,1.9098085938156355,2.4949779417610647
0.11,1.6829019404464578,1.8926889589274425,2.4653512009161735
0.111,1.6716734391777275,1.9018270525903658,2.4280821307316085
0.112,1.6812660782351718,1.9145744201207453,2.457670780825524
0.113,1.4487162622170697,1.6960948424372209,2.237680673889049
0.114,1.659537110548546,1.9058513052388404,2.475500647979711
0.11499999999999999,1.6630634726651672,1.9221409340352258,2.4670657950263344
0.11599999999999999,1.665953756781294,1.92681095632016,2.4833234577545
0.11699999999999999,1.671357681457482,1.9258182443042366,2.47359823833556
0.118,1.6734325411894158,1.9102147030778038,2.4904896939770187
0.119,1.664666079065861,1.8927664774848239,2.458098492418317
0.12,1.652885209476274,1.8762933603495713,2.450232381575383
0.121,1.65317187281554,1.879055046193588,2.4349166347194426
0.122,1.6481128076067713,1.8883896787582264,2.441934003711049
0.123,1.6320236922820215,1.8672303512531319,2.438568728905876
0.124,1.6352732448898524,1.868733196617654,2.4120234717714437
0.125,1.6302320646653912,1.8672627573541922,2.4096924373376485
0.126,1.6326837927528906,1.8663926920680416,2.4193272388260616
0.127,1.618551447177591,1.854755213587407,2.4036661460060937
0.128,1.6108386340075993,1.838564085715653,2.393542846883897
0.129,1.6094370724643745,1.8451724383781662,2.370220798981086
0.13,1.6096308065346299,1.8451918185597946,2.376097348048108
0.131,1.615790326826333,1.8583271720529881,2.365632489154498
0.132,1.600746640457239,1.8423640780166797,2.3726700517932975
0.133,1.602128376306325,1.8410475783445666,2.373430529133875
0.134,1.5936561227043278,1.8343318260523775,2.384755094346489
0.135,1.5914769236493378,1.8409242676772992,2.415081567160218
0.136,1.5829914060003587,1.8261547619139282,2.3863145219954043
0.137,1.5864036063522078,1.8205030176381052,2.4060233376463125
0.138,1.5888154605644544,1.8453550984170233,2.372092250678597
0.139,1.5854846204849389,1.8512965305370077,2.358694297698158
0.14,1.5929719437904506,1.8419610785669371,2.3638041296878085
0.14100000000000001,1.585765778530424,1.8438183326303177,2.3541495452171652
0.14200000000000002,1.5743338824098732,1.8388374347350989,2.2726937755866445
0.14300000000000002,1.5814615036734367,1.831826144521078,2.2658407778032434
0.14400000000000002,1.5660370646416943,1.8498093344199726,2.223780559415999
0.14500000000000002,1.5749339830253677,1.8298515637709167,2.246400883330678
0.14600000000000002,1.5647705358359068,1.8289800060811954,2.259811898020908
0.14700000000000002,1.5766306748222318,1.8287803210488385,2.2676267227069533
0.14800000000000002,1.5652331080149389,1.8135790834366738,2.2707574971907967
0.14900000000000002,1.5717920480508727,1.7987587544324153,2.2621009927483127
0.15000000000000002,1.5698730216429817,1.802881820457108,2.3026876223926984
0.15100000000000002,1.5406645436094126,1.8060231852351425,2.2916821409681356
0.15200000000000002,1.5506278608812833,1.7971743580052728,2.301189107939645
0.15300000000000002,1.5276706471305612,1.7805586460912415,2.2212172987552083
0.15400000000000003,1.5368577223083735,1.7960014624646332,2.3041659426416023
0.155,1.5349217266519162,1.7826831502208094,2.3142473026160197
0.156,1.5435633658028256,1.7772685836158233,2.318819035962506
0.157,1.5363008954578792,1.7749564166525222,2.3137899055172344
0.158,1.5333070883735265,1.7912716222818457,2.3116960497739543
0.159,1.5392376941027952,1.7693127343205808,2.3255967670186415
0.16,1.530098877427057,1.7752337672199598,2.317776309283039
0.161,1.5273506681407918,1.7728125343401804,2.3134807469801006
0.162,1.519440040617207,1.7614505053542677,2.3159757870242776
0.163,1.52530552909171,1.765202843709629,2.311406310279651
0.164,1.52136230962939,1.7624742812192018,2.313469329829368
0.165,1.5218397815773117,1.776140504412773,2.3309665202287895
0.166,1.5381276649614912,1.7903018084082563,2.3280739582030447
0.167,1.535799423993623,1.7696646942221645,2.262740419272314
0.168,1.5328795042904673,1.7691497729458212,2.238412620382635
0.169,1.5182573140527091,1.774535450478047,2.242443785244692
0.17,1.5184199526274451,1.7677534043661671,2.2425522916598157
