,cv10,cv05,cv01
0.01,2.4980220494264134,2.7239595556345484,3.1255540153603025
0.011,2.437173788447655,2.627338929682609,3.067341701350986
0.012,2.3998399942695063,2.6245147401867337,3.020243794213315
0.013000000000000001,2.3470114029672673,2.585181890389334,2.989863158716106
0.014,2.3226779273671414,2.522124510807557,2.964013181091436
0.015,2.2653809345908615,2.480539355134401,2.8869611383385445
0.016,2.236720879041384,2.48766274005923,2.842612893579503
0.017,2.212673821174761,2.4435926460140207,2.804725190007043
0.018000000000000002,2.1885146834989975,2.4026020317608694,2.7540463812439007
0.019000000000000003,2.17234916902399,2.3845489222208984,2.805596825055094
0.02,2.156476389523497,2.3553276902221594,2.794932669090728
0.020999999999999998,2.0973588596139345,2.319204031127401,2.794796975924424
0.022,2.1092828624190694,2.295240287364301,2.7881390623081552
0.023,2.1145996885978495,2.3070701562125584,2.700988536636582
0.024,2.0905114799392988,2.3132491463982765,2.6426835321495368
0.025,2.082007970118436,2.2702797411492703,2.645881982099681
0.026000000000000002,2.084076749257293,2.2655174295281353,2.6485731233306415
0.027000000000000003,2.039619668283934,2.247721468230673,2.64603173651052
0.028000000000000004,2.0541506479499763,2.269989467094617,2.6403457443850797
0.028999999999999998,2.0441828195724177,2.23491113948566,2.5762203808353963
0.03,2.0458901681103674,2.241027129709376,2.5966428816288416
0.031,1.9669025515906713,2.1947035799972996,2.5504507587398297
0.032,2.0108405034528003,2.2184392386486156,2.581563555451631
0.033,2.0000894789950743,2.1806533062944897,2.5924211556228554
0.034,1.983707996856879,2.185643116101088,2.5758137249370874
0.035,1.9697983551669107,2.1578827536516325,2.6035050792688743
0.036000000000000004,1.9691903845644465,2.157120870458797,2.5344479901963175
0.037,1.964239352137424,2.1662137783072777,2.547828279133233
0.038,1.9522202273644322,2.1577589495310945,2.5737020143666536
0.039,1.9359344171906814,2.158751453915993,2.5432878817679643
0.04,1.9442213664774681,2.1604947979908666,2.6131208870398126
0.041,1.944143867587934,2.159389503337245,2.6241641013490837
0.042,1.9524846240661333,2.166885413527643,2.6240699712402122
0.043000000000000003,1.9553582644039276,2.15910737116301,2.611368282715154
0.044000000000000004,1.9369119652802325,2.133841165691597,2.6161942940312484
0.045000000000000005,1.9036088248962704,2.1119366920373155,2.595239326862434
0.046000000000000006,1.9074004824911914,2.141274474314599,2.5670354271214824
0.047,1.9132338554016044,2.140612914199598,2.5975376893992665
0.048,1.8974342206163948,2.13970023983403,2.5740922967080695
0.049,1.8830207735397737,2.1311464529908077,2.574687605824805
0.05,1.8804539062334658,2.1059469707302867,2.620469615151581
0.051000000000000004,1.8814077818420174,2.0986683817858123,2.591953575325826
0.052000000000000005,1.8800669014286586,2.091219881560916,2.58912263078827
0.053000000000000005,1.8521148135430354,2.0846201321018354,2.5865028731635644
0.054,1.830649466438794,2.0754766092388595,2.5468993656223207
0.055,1.82104440779104,2.070546447510009,2.540336959472841
0.056,1.8174131151623718,2.0824572273072315,2.527063561014721
0.057,1.802972763404762,2.0608753503278487,2.551572145724995
0.058,1.7900026789116992,2.0773076115190117,2.570920485616183
0.059000000000000004,1.7933124683710095,2.0653047599941003,2.5616213431468653
0.060000000000000005,1.790885486832462,2.065310067946105,2.563818272880634
0.061000000000000006,1.6773104998424229,1.9397220618759323,2.4350555840790116
0.062000000000000006,1.7740917583717641,2.027698631707201,2.5663946092539502
