,cv10,cv05,cv01
0.01,0.5290067208777535,0.8317970830642988,1.432256340194814
0.011,,,
0.012,,,
0.013000000000000001,,,
0.014,,,
0.015,,,
0.016,,,
0.017,,,
0.018000000000000002,,,
0.019000000000000003,-0.40658748006821166,-0.0421793972692196,0.6623623752036935
0.02,-0.30003961706165716,0.049827841314519755,0.740311349751419
0.020999999999999998,-0.23107749154657004,0.1434073240058368,0.9553146322693279
0.022,-0.1431669000758312,0.22011532106858148,0.9622444937140295
0.023,-0.1607616069278811,0.19941744583085952,0.9181499501739505
0.024,-0.12524187749105997,0.23705802016727406,0.9607536979194942
0.025,-0.11891394626378432,0.2717050970069741,0.9508004631478179
0.026000000000000002,-0.07099309382713195,0.2925580202003259,0.984048965152229
0.027000000000000003,-0.04865204657106881,0.29290932064994424,1.0291993996449926
0.028000000000000004,-0.008530697617517761,0.32448266148010196,1.0335277233850462
0.028999999999999998,0.004301371229169487,0.3424511264257189,1.0209926252549621
0.03,0.005785148257477346,0.36397434850791144,1.0150320098649526
0.031,0.018674974613380312,0.3713629647992372,1.004767672995301
0.032,0.005548711550156565,0.35770889174961745,1.0148353586046104
0.033,0.018057308259289633,0.3698690499882883,1.069321603277494
0.034,0.04102383537677109,0.353473727246801,1.0590301715165842
0.035,0.03505193676425352,0.38263963005484913,1.0860332038292455
0.036000000000000004,0.055760994474270235,0.40985867932682496,1.0634020187518378
0.037,0.09448902186184503,0.4213915758001037,1.162210768521527
0.038,0.0934364585744002,0.4345310168686757,1.1363793990624018
0.039,0.10314487725499025,0.4376090597463264,1.0936370862393836
0.04,0.09812489101218705,0.42689629762398446,1.1174418572496367
0.041,0.0936601842106984,0.42257491024436594,1.1252900472300493
0.042,0.08392418137925736,0.44910047665319003,1.1350421087721734
0.043000000000000003,0.13347758711605992,0.48135354084721366,1.1248897565072085
0.044000000000000004,0.12845392744111375,0.47184723745713836,1.109818751306345
0.045000000000000005,0.14665869043686003,0.46519812945561023,1.1807322236797888
0.046000000000000006,0.14660391419239005,0.46583258523844717,1.1120310842655432
0.047,0.1559465175925501,0.4770801363973022,1.1146703849148674
0.048,0.14761624673457702,0.4482058980943611,1.0911397616725151
0.049,0.15929212842646776,0.4868924448680977,1.1654023451727922
0.05,0.1670843098291979,0.4809168799972575,1.0789309107564942
