,cv10,cv05,cv01
0.01,2.380600362873201,2.6169499092938726,3.054068872806536
0.011,2.3195690290976785,2.5624110132506215,2.9522540166682445
0.012,2.2713216961964853,2.49113545233418,2.932361566123241
0.013000000000000001,2.238125098540034,2.444762322126372,2.8496510814427065
0.014,2.1842234342047573,2.4035087649196125,2.8581579300049462
0.015,2.162827945521463,2.36134901029783,2.839864189857842
0.016,2.1407306035427203,2.3319289252231488,2.781517218834915
0.017,2.1172375682532265,2.330649172275266,2.763574538826271
0.018000000000000002,2.0933515794173925,2.3283671783832145,2.692546577963299
0.019000000000000003,2.1031907281079034,2.305517495798204,2.7418262044903425
0.02,2.0956671858636016,2.310877315004234,2.7646590515632488
0.020999999999999998,2.1013653506161147,2.310197995475325,2.7992836600083866
0.022,2.0558466073953627,2.265035988398073,2.758434652145149
0.023,2.0592654103733814,2.266892094107806,2.7756493118123733
0.024,2.0353903051915325,2.245853563183445,2.7130966128327243
0.025,2.0240479610845514,2.233409141835259,2.721708121980563
0.026000000000000002,2.0267527866589514,2.193268748040399,2.6717871192961526
0.027000000000000003,2.0293368533443537,2.2033536584380014,2.603486798897814
0.028000000000000004,2.0075326223688683,2.1923748645041563,2.6133768651931186
0.028999999999999998,1.994047267143594,2.1877550456032298,2.6347256395220824
0.03,1.9919883192559174,2.189057662050863,2.6141001167848574
0.031,1.943594052384583,2.137719973408581,2.546599149772987
0.032,1.96346446755061,2.172395443582142,2.59832662864861
0.033,1.9556503106022525,2.168517318165057,2.5711003441445297
0.034,1.9483562221755588,2.172173030589641,2.5622274888978858
0.035,1.9684458657531518,2.1736829116722247,2.590050343999206
0.036000000000000004,1.9609027337029803,2.152258950513897,2.5454322508999785
0.037,1.9434495884358975,2.1333637703937605,2.5442829272014165
0.038,1.9422819088405072,2.1469941125302188,2.5571280021239837
0.039,1.9311921494399373,2.124496500875268,2.518332471507849
0.04,1.9419925599086596,2.152419024743078,2.546733311865389
0.041,1.9222762906800686,2.139457281231511,2.5516865572991962
0.042,1.9273538794160943,2.1521417158188068,2.4868066978698087
0.043000000000000003,1.919626990592562,2.1278558132835377,2.4976893385446903
0.044000000000000004,1.9175247428153954,2.1066689638627696,2.5096710725194824
0.045000000000000005,1.9135590221739842,2.129825641695358,2.522099458331879
0.046000000000000006,1.9206945187749316,2.1499747096685207,2.5293164120052394
0.047,1.8972794383072389,2.1446075985870623,2.5700335205052256
0.048,1.9075495933351292,2.1243573475861006,2.5559395349385063
0.049,1.9006285282893027,2.135237584838127,2.537671424302041
0.05,1.8913702667914742,2.117598405668425,2.5121837366152633
0.051000000000000004,1.8985917584444,2.1326171208425104,2.517268614187831
