date,sp500,dividends,earnings,cape
1896-01-01,4.27,0.1892,0.2467,16.576224828568193
1896-02-01,4.45,0.1883,0.2433,17.51540335263728
1896-03-01,4.38,0.1875,0.24,17.232362712298617
1896-04-01,4.42,0.1867,0.2367,17.64369937813001
1896-05-01,4.4,0.1858,0.2333,17.828266894232836
1896-06-01,4.32,0.185,0.23,17.77757861643047
1896-07-01,4.04,0.1842,0.2267,16.63710010339459
1896-08-01,3.81,0.1833,0.2233,15.703370546226882
1896-09-01,4.01,0.1825,0.22,16.54433994303202
1896-10-01,4.1,0.1817,0.2167,16.438866804725897
1896-11-01,4.38,0.1808,0.2133,17.089425242371128
1896-12-01,4.22,0.18,0.21,16.5014041805901
1897-01-01,4.22,0.18,0.2183,17.026521282380568
1897-02-01,4.18,0.18,0.2267,16.894025883254105
1897-03-01,4.19,0.18,0.235,16.958030716721048
1897-04-01,4.06,0.18,0.2433,16.69685743473467
1897-05-01,4.08,0.18,0.2517,17.047755129229397
1897-06-01,4.27,0.18,0.26,17.850497280690615
1897-07-01,4.46,0.18,0.2683,18.651975755820292
1897-08-01,4.75,0.18,0.2767,19.006396010519452
1897-09-01,4.98,0.18,0.285,19.372370293397804
1897-10-01,4.82,0.18,0.2933,19.028031223902428
1897-11-01,4.65,0.18,0.3017,18.358448098050225
1897-12-01,4.75,0.18,0.31,18.748757662525506
1898-01-01,4.88,0.1817,0.3133,19.24900002181375
1898-02-01,4.87,0.1833,0.3167,18.918131888002144
1898-03-01,4.65,0.185,0.32,18.04217492346868
1898-04-01,4.57,0.1867,0.3233,17.70508942641178
1898-05-01,4.87,0.1883,0.3267,17.595635274512823
1898-06-01,5.06,0.19,0.33,19.544817480547994
1898-07-01,5.08,0.1917,0.3333,19.85894301416731
1898-08-01,5.27,0.1933,0.3367,20.54491517915328
1898-09-01,5.26,0.195,0.34,20.442732862691294
1898-10-01,5.15,0.1967,0.3433,19.94719982577366
1898-11-01,5.32,0.1983,0.3467,20.527416324811295
1898-12-01,5.65,0.2,0.35,21.40363198544818
1899-01-01,6.08,0.2008,0.3608,22.932807416487183
1899-02-01,6.31,0.2017,0.3717,23.048117549980198
1899-03-01,6.4,0.2025,0.3825,23.27968224550872
1899-04-01,6.48,0.2033,0.3933,23.152421525686492
1899-05-01,6.21,0.2042,0.4042,22.09126936083419
1899-06-01,6.07,0.205,0.415,21.21209192504684
1899-07-01,6.28,0.2058,0.4258,21.56142563452313
1899-08-01,6.44,0.2067,0.4367,21.72623737305546
1899-09-01,6.37,0.2075,0.4475,20.591140514113782
1899-10-01,6.34,0.2083,0.4583,20.153713460686614
1899-11-01,6.46,0.2092,0.4692,20.196457520802298
1899-12-01,6.02,0.21,0.48,18.512649643600202
1900-01-01,6.1,0.2175,0.48,18.67427536244479
1900-02-01,6.21,0.225,0.48,18.703797417251437
1900-03-01,6.26,0.2325,0.48,18.775793421238372
1900-04-01,6.34,0.24,0.48,18.93640203332273
1900-05-01,6.04,0.2475,0.48,18.40319701695041
1900-06-01,5.86,0.255,0.48,17.992711584303983
1900-07-01,5.86,0.2625,0.48,17.689545468952804
1900-08-01,5.94,0.27,0.48,18.06961466678419
1900-09-01,5.8,0.2775,0.48,17.341874151224715
1900-10-01,6.01,0.285,0.48,18.10239878455606
1900-11-01,6.48,0.2925,0.48,19.419584603760757
1900-12-01,6.87,0.3,0.48,20.744051160870857
1901-01-01,7.07,0.3017,0.4817,20.978581834536193
1901-02-01,7.25,0.3033,0.4833,21.679149848206194
1901-03-01,7.51,0.305,0.485,22.34758395068386
1901-04-01,8.14,0.3067,0.4867,24.40971699482722
1901-05-01,7.73,0.3083,0.4883,23.064012684863567
1901-06-01,8.5,0.31,0.49,25.238466205960357
1901-07-01,7.93,0.3117,0.4917,23.144848553708105
1901-08-01,8.04,0.3133,0.4933,23.07717771384438
1901-09-01,8.0,0.315,0.495,22.59046831686024
1901-10-01,7.91,0.3167,0.4967,22.252901618408924
1901-11-01,8.08,0.3183,0.4983,22.375074777652795
1901-12-01,7.95,0.32,0.5,21.680215141029688
1902-01-01,8.12,0.3208,0.5108,22.34029079603357
1902-02-01,8.19,0.3217,0.5217,22.459957452460404
1902-03-01,8.2,0.3225,0.5325,22.410652288217346
1902-04-01,8.48,0.3233,0.5433,22.82310869849785
1902-05-01,8.46,0.3242,0.5542,22.4279544933298
1902-06-01,8.41,0.325,0.565,21.96374229551462
1902-07-01,8.6,0.3258,0.5758,22.385686589401367
1902-08-01,8.83,0.3267,0.5867,23.16867183409286
1902-09-01,8.85,0.3275,0.5975,22.856566381954497
1902-10-01,8.57,0.3283,0.6083,20.604425401859807
1902-11-01,8.24,0.3292,0.6192,20.408541255072176
1902-12-01,8.05,0.33,0.63,19.633232126823835
1903-01-01,8.46,0.3317,0.6217,20.318132053828496
1903-02-01,8.41,0.3333,0.6133,20.107051517552808
1903-03-01,8.08,0.335,0.605,19.884560384872835
1903-04-01,7.75,0.3367,0.5967,18.98002260182626
1903-05-01,7.6,0.3383,0.5883,18.95485872303987
1903-06-01,7.18,0.34,0.58,17.81855172296851
1903-07-01,6.85,0.3417,0.5717,16.918178414766658
1903-08-01,6.63,0.3433,0.5633,16.299118790903492
1903-09-01,6.47,0.345,0.555,15.654359115196913
1903-10-01,6.26,0.3467,0.5467,15.252943825778836
1903-11-01,6.28,0.3483,0.5383,15.407877534297892
1903-12-01,6.57,0.35,0.53,16.042894140050137
1904-01-01,6.68,0.3467,0.5267,15.861833914033637
1904-02-01,6.5,0.3433,0.5233,15.021498380331431
1904-03-01,6.48,0.34,0.52,15.081930176258862
1904-04-01,6.64,0.3367,0.5167,15.565490611691475
1904-05-01,6.5,0.3333,0.5133,15.52582089625463
1904-06-01,6.51,0.33,0.51,15.474433638652647
1904-07-01,6.78,0.3267,0.5067,16.036401629624102
1904-08-01,7.01,0.3233,0.5033,16.304651978851027
1904-09-01,7.32,0.32,0.5,16.742600049163677
1904-10-01,7.75,0.3167,0.4967,17.633197370821392
1904-11-01,8.17,0.3133,0.4933,18.076200223770055
1904-12-01,8.25,0.31,0.49,18.159679118703195
1905-01-01,8.43,0.3117,0.505,18.45985203245584
1905-02-01,8.8,0.3133,0.52,19.168996375829824
1905-03-01,9.05,0.315,0.535,19.83150607421841
1905-04-01,8.94,0.3167,0.55,19.48292752471128
1905-05-01,8.5,0.3183,0.565,18.62948750984512
1905-06-01,8.6,0.32,0.58,18.735862386183527
1905-07-01,8.87,0.3217,0.595,19.205883309548042
1905-08-01,9.2,0.3233,0.61,19.573308430803717
1905-09-01,9.23,0.325,0.625,19.743492419697773
1905-10-01,9.36,0.3267,0.64,19.89739481432953
1905-11-01,9.31,0.3283,0.655,19.44352569326498
1905-12-01,9.54,0.33,0.67,19.577960809096112
1906-01-01,9.87,0.3358,0.6775,20.132402260807886
1906-02-01,9.8,0.3417,0.685,19.866752563675885
1906-03-01,9.56,0.3475,0.6925,19.259453020854107
1906-04-01,9.43,0.3533,0.7,18.876204996115874
1906-05-01,9.18,0.3592,0.7075,18.054044460926388
1906-06-01,9.3,0.365,0.715,18.172666376497496
1906-07-01,9.06,0.3708,0.7225,18.195200143513734
1906-08-01,9.73,0.3767,0.73,18.967251477549286
1906-09-01,10.03,0.3825,0.7375,19.20099368200135
1906-10-01,9.73,0.3883,0.745,18.09538090886909
1906-11-01,9.93,0.3942,0.7525,18.14185165400795
1906-12-01,9.84,0.4,0.76,17.660003667768652
1907-01-01,9.56,0.4033,0.7517,17.218913853705978
1907-02-01,9.26,0.4067,0.7433,16.21707128876615
1907-03-01,8.35,0.41,0.735,14.687545255978646
1907-04-01,8.39,0.4133,0.7267,14.66970990560274
1907-05-01,8.1,0.4167,0.7183,13.790107153424245
1907-06-01,7.84,0.42,0.71,13.144269952673202
1907-07-01,8.14,0.4233,0.7017,13.58500735796184
1907-08-01,7.53,0.4267,0.6933,12.513471604446606
1907-09-01,7.45,0.43,0.685,12.328569657736624
1907-10-01,6.64,0.4333,0.6767,10.831840153050601
1907-11-01,6.25,0.4367,0.6683,10.591177559189783
1907-12-01,6.57,0.44,0.66,11.333306235811172
1908-01-01,6.85,0.4367,0.6533,11.902968628266976
1908-02-01,6.6,0.4333,0.6467,11.554846295144792
1908-03-01,6.87,0.43,0.64,11.984662664464295
1908-04-01,7.24,0.4267,0.6333,12.448889158370363
1908-05-01,7.63,0.4233,0.6267,13.078451355438336
1908-06-01,7.64,0.42,0.62,13.051684129229987
1908-07-01,7.92,0.4167,0.6133,13.345487104834394
1908-08-01,8.26,0.4133,0.6067,13.88423289520861
1908-09-01,8.17,0.41,0.6,13.701442268825105
1908-10-01,8.27,0.4067,0.5933,13.6908103591787
1908-11-01,8.83,0.4033,0.5867,14.435014091256258
1908-12-01,9.03,0.4,0.58,14.582482908962435
1909-01-01,9.06,0.4033,0.595,14.764418456441346
1909-02-01,8.8,0.4067,0.61,14.16715751670136
1909-03-01,8.92,0.41,0.625,14.336058380586211
1909-04-01,9.32,0.4133,0.64,14.645198603086113
1909-05-01,9.63,0.4167,0.655,14.953509786582774
1909-06-01,9.8,0.42,0.67,15.040444676080991
1909-07-01,9.94,0.4233,0.685,15.231503240497675
1909-08-01,10.18,0.4267,0.7,15.417580706254752
1909-09-01,10.19,0.43,0.715,15.25444643682117
1909-10-01,10.23,0.4333,0.73,14.988845296121758
1909-11-01,10.18,0.4367,0.745,14.745631176824581
1909-12-01,10.3,0.44,0.76,14.750638489265029
1910-01-01,10.08,0.4425,0.7575,14.547885040564141
1910-02-01,9.72,0.445,0.755,14.002037903032694
1910-03-01,9.96,0.4475,0.7525,14.05000696507782
1910-04-01,9.72,0.45,0.75,13.559883620820079
1910-05-01,9.56,0.4525,0.7475,13.568792287251453
1910-06-01,9.1,0.455,0.745,13.019657302315936
1910-07-01,8.64,0.4575,0.7425,12.342581259985218
1910-08-01,8.85,0.46,0.74,12.745055150886255
1910-09-01,8.91,0.4625,0.7375,12.93716110107085
1910-10-01,9.32,0.465,0.735,13.918866656445813
1910-11-01,9.31,0.4675,0.7325,14.164523175780353
1910-12-01,9.05,0.47,0.73,13.741478417781547
1911-01-01,9.27,0.47,0.7183,14.049215181401202
1911-02-01,9.43,0.47,0.7067,14.721488469928303
1911-03-01,9.32,0.47,0.695,14.370623221979534
1911-04-01,9.28,0.47,0.6833,14.752935420329356
1911-05-01,9.48,0.47,0.6717,15.047660591685041
1911-06-01,9.67,0.47,0.66,15.328355684719279
1911-07-01,9.63,0.47,0.6483,15.083110578700262
1911-08-01,9.17,0.47,0.6367,13.899790665654445
1911-09-01,8.67,0.47,0.625,12.997953983252437
1911-10-01,8.72,0.47,0.6133,13.06647285061919
1911-11-01,9.07,0.47,0.6017,13.727997586413093
1911-12-01,9.11,0.47,0.59,13.929258419578233
1912-01-01,9.12,0.4708,0.5992,13.794952631845822
1912-02-01,9.04,0.4717,0.6083,13.531634369686596
1912-03-01,9.3,0.4725,0.6175,13.639769173944169
1912-04-01,9.59,0.4733,0.6267,13.65439269055324
1912-05-01,9.58,0.4742,0.6358,13.645500685612372
1912-06-01,9.58,0.475,0.645,13.785417404502526
1912-07-01,9.59,0.4758,0.6542,13.802876645015782
1912-08-01,9.81,0.4767,0.6633,13.984761763426274
1912-09-01,9.86,0.4775,0.6725,13.92628500131587
1912-10-01,9.84,0.4783,0.6817,13.905092701178459
1912-11-01,9.73,0.4792,0.6908,13.749541018606529
1912-12-01,9.38,0.48,0.7,13.388999452579627
1913-01-01,9.3,0.48,0.6942,13.148088791761555
1913-02-01,8.97,0.48,0.6883,12.682960516236754
1913-03-01,8.8,0.48,0.6825,12.443453515183657
1913-04-01,8.79,0.48,0.6767,12.433067081795162
1913-05-01,8.55,0.48,0.6708,12.221401061154122
1913-06-01,8.12,0.48,0.665,11.491962852761224
1913-07-01,8.23,0.48,0.6592,11.534022795459856
1913-08-01,8.45,0.48,0.6533,11.84684054356463
1913-09-01,8.53,0.48,0.6475,11.843316826625971
1913-10-01,8.26,0.48,0.6417,11.471490240312292
1913-11-01,8.05,0.48,0.6358,11.072537845038008
1913-12-01,8.04,0.48,0.63,11.17404087003679
1914-01-01,8.37,0.475,0.6208,11.636092105046133
1914-02-01,8.48,0.47,0.6117,11.91023387979824
1914-03-01,8.32,0.465,0.6025,11.685526018836827
1914-04-01,8.12,0.46,0.5933,11.522662536200233
1914-05-01,8.17,0.455,0.5842,11.479008694164479
1914-06-01,8.13,0.45,0.575,11.428715168831888
1914-07-01,7.68,0.445,0.5658,10.694345183040141
1914-08-01,7.68,0.44,0.5567,10.492046265076437
1914-09-01,7.68,0.435,0.5475,10.500497301802133
1914-10-01,7.68,0.43,0.5383,10.61275946612623
1914-11-01,7.68,0.425,0.5292,10.516917642992128
1914-12-01,7.35,0.42,0.52,10.172217991997867
1915-01-01,7.48,0.4208,0.55,10.359834197757273
1915-02-01,7.38,0.4217,0.58,10.329786209660694
1915-03-01,7.57,0.4225,0.61,10.707013188682817
1915-04-01,8.14,0.4233,0.64,11.40112378900019
1915-05-01,7.95,0.4242,0.67,11.026929876471323
1915-06-01,8.04,0.425,0.7,11.154262189096347
1915-07-01,8.01,0.4258,0.73,11.113629393949607
1915-08-01,8.35,0.4267,0.76,11.584831641604609
1915-09-01,8.66,0.4275,0.79,12.0115707578259
1915-10-01,9.14,0.4283,0.82,12.549076133220165
1915-11-01,9.46,0.4292,0.85,12.857714453559325
1915-12-01,9.48,0.43,0.88,12.878444602185999
1916-01-01,9.33,0.4408,0.9342,12.543563692516182
1916-02-01,9.2,0.4517,0.9883,12.354652326458806
1916-03-01,9.17,0.4625,1.042,12.17705279574849
1916-04-01,9.07,0.4733,1.097,11.906481776593187
1916-05-01,9.27,0.4842,1.151,12.026256671905163
1916-06-01,9.36,0.495,1.205,11.995961222946583
1916-07-01,9.23,0.5058,1.259,11.791165275254555
1916-08-01,9.3,0.5167,1.313,11.73208263887416
1916-09-01,9.68,0.5275,1.368,11.944552417504475
1916-10-01,9.98,0.5383,1.422,12.0457417633708
1916-11-01,10.21,0.5492,1.476,12.053230403230504
1916-12-01,9.8,0.56,1.53,11.413559188849499
1917-01-01,9.57,0.5708,1.509,10.992361427383429
1917-02-01,9.03,0.5817,1.488,10.06318773873573
1917-03-01,9.31,0.5925,1.468,10.327157080107876
1917-04-01,9.17,0.6033,1.447,9.644531197281234
1917-05-01,8.86,0.6142,1.426,9.138988813373576
1917-06-01,9.04,0.625,1.405,9.148220259539581
1917-07-01,8.79,0.6358,1.384,9.003472377228805
1917-08-01,8.53,0.6467,1.363,8.57268046675378
1917-09-01,8.12,0.6575,1.343,7.950823264217062
1917-10-01,7.68,0.6683,1.322,7.387133711108145
1917-11-01,7.04,0.6792,1.301,6.753013604774309
1917-12-01,6.8,0.69,1.28,6.412593898119819
1918-01-01,7.21,0.68,1.256,6.640646028655353
1918-02-01,7.43,0.67,1.232,6.784343551630282
1918-03-01,7.28,0.66,1.208,6.686355760455896
1918-04-01,7.21,0.65,1.183,6.5207277305471605
1918-05-01,7.44,0.64,1.159,6.582363231621081
1918-06-01,7.45,0.63,1.135,6.496291318641057
1918-07-01,7.51,0.62,1.111,6.37132409384899
1918-08-01,7.58,0.61,1.087,6.303073760914593
1918-09-01,7.54,0.6,1.063,6.149170562431681
1918-10-01,7.86,0.59,1.038,6.2905153211913225
1918-11-01,8.06,0.58,1.014,6.333327495354155
1918-12-01,7.9,0.57,0.99,6.134580411283433
1919-01-01,7.85,0.5667,0.985,6.098467639950103
1919-02-01,7.88,0.5633,0.98,6.239692771364978
1919-03-01,8.12,0.56,0.975,6.356074004869144
1919-04-01,8.39,0.5567,0.97,6.456139555819274
1919-05-01,8.97,0.5533,0.965,6.8290022614820325
1919-06-01,9.21,0.55,0.96,7.021615214784131
1919-07-01,9.51,0.5467,0.955,7.05283716544631
1919-08-01,8.87,0.5433,0.95,6.479131101705278
1919-09-01,9.01,0.54,0.945,6.558481672061261
1919-10-01,9.47,0.5367,0.94,6.794704199949302
1919-11-01,9.19,0.5333,0.935,6.467022574133132
1919-12-01,8.92,0.53,0.93,6.1607170337991795
1920-01-01,8.83,0.5283,0.9192,5.989667771139441
1920-02-01,8.1,0.5267,0.9083,5.4553476499077735
1920-03-01,8.67,0.525,0.8975,5.79882272755716
1920-04-01,8.6,0.5233,0.8867,5.599858725506185
1920-05-01,8.06,0.5217,0.8758,5.188950462047496
1920-06-01,7.92,0.52,0.865,5.043639680451622
1920-07-01,7.91,0.5183,0.8542,5.080592919540797
1920-08-01,7.6,0.5167,0.8433,5.020701077922859
1920-09-01,7.87,0.515,0.8325,5.29716277010806
1920-10-01,7.88,0.5133,0.8217,5.351177393424157
1920-11-01,7.48,0.5117,0.8108,5.126407930947926
1920-12-01,6.81,0.51,0.8,4.78424104508325
1921-01-01,7.11,0.5058,0.7575,5.122184146887374
1921-02-01,7.06,0.5017,0.715,5.2748571912050455
1921-03-01,6.88,0.4975,0.6725,5.192348158684178
1921-04-01,6.91,0.4933,0.63,5.297085922739676
1921-05-01,7.12,0.4892,0.5875,5.609469225330778
1921-06-01,6.55,0.485,0.545,5.216110960989322
1921-07-01,6.53,0.4808,0.5025,5.197779361905472
1921-08-01,6.45,0.4767,0.46,5.161294823215734
1921-09-01,6.61,0.4725,0.4175,5.377524425458262
1921-10-01,6.7,0.4683,0.375,5.479257678053352
1921-11-01,7.06,0.4642,0.3325,5.838196993200893
1921-12-01,7.31,0.46,0.29,6.114158849417274
1922-01-01,7.3,0.4642,0.3233,6.287087290347129
1922-02-01,7.46,0.4683,0.3567,6.461305872696984
1922-03-01,7.74,0.4725,0.39,6.821387249036044
1922-04-01,8.21,0.4767,0.4233,7.273253390209863
1922-05-01,8.53,0.4808,0.4567,7.593467258919383
1922-06-01,8.45,0.485,0.49,7.5579873517551315
1922-07-01,8.51,0.4892,0.5233,7.602095045774032
1922-08-01,8.83,0.4933,0.5567,8.020030689895776
1922-09-01,9.06,0.4975,0.59,8.265083002284301
1922-10-01,9.26,0.5017,0.6233,8.4321519987619
1922-11-01,8.8,0.5058,0.6567,7.9982537722698375
1922-12-01,8.78,0.51,0.69,7.964679864940001
1923-01-01,8.9,0.5117,0.7142,8.154200483069154
1923-02-01,9.28,0.5133,0.7383,8.533360579065969
1923-03-01,9.43,0.515,0.7625,8.700737500978533
1923-04-01,9.1,0.5167,0.7867,8.372809668463814
1923-05-01,8.67,0.5183,0.8108,8.000497867598211
1923-06-01,8.34,0.52,0.835,7.671825282673083
1923-07-01,8.06,0.5217,0.8592,7.345985119490649
1923-08-01,8.1,0.5233,0.8833,7.441783174217371
1923-09-01,8.15,0.525,0.9075,7.458183867189791
1923-10-01,8.03,0.5267,0.9317,7.317400395621477
1923-11-01,8.27,0.5283,0.9558,7.546327911916233
1923-12-01,8.55,0.53,0.98,7.809739144938744
1924-01-01,8.83,0.5317,0.9758,8.072249446037377
1924-02-01,8.87,0.5333,0.9717,8.162066220850352
1924-03-01,8.7,0.535,0.9675,8.05807704411609
1924-04-01,8.5,0.5367,0.9633,7.9236203483279795
1924-05-01,8.47,0.5383,0.9592,7.899698330665288
1924-06-01,8.63,0.54,0.955,8.051676946396647
1924-07-01,9.03,0.5417,0.9508,8.377712139971834
1924-08-01,9.34,0.5433,0.9467,8.71741830854833
1924-09-01,9.25,0.545,0.9425,8.58167037520905
1924-10-01,9.13,0.5467,0.9383,8.419491035872428
1924-11-01,9.64,0.5483,0.9342,8.88832736125097
1924-12-01,10.16,0.55,0.93,9.310639680416374
1925-01-01,10.58,0.5542,0.9567,9.692618852254995
1925-02-01,10.67,0.5583,0.9833,9.830804722819577
1925-03-01,10.39,0.5625,1.01,9.51853753881003
1925-04-01,10.28,0.5667,1.037,9.476566787903069
1925-05-01,10.61,0.5708,1.063,9.72900769402133
1925-06-01,10.8,0.575,1.09,9.796386180450611
1925-07-01,11.1,0.5792,1.117,9.963993891787803
1925-08-01,11.25,0.5833,1.143,10.110918458488944
1925-09-01,11.51,0.5875,1.17,10.359247611348506
1925-10-01,11.89,0.5917,1.197,10.718495997022933
1925-11-01,12.26,0.5958,1.223,10.886317440307938
1925-12-01,12.46,0.6,1.25,11.147365239137253
1926-01-01,12.65,0.6075,1.249,11.340966188506243
1926-02-01,12.67,0.615,1.248,11.389435672748016
1926-03-01,11.81,0.6225,1.248,10.712352062732489
1926-04-01,11.48,0.63,1.247,10.395587685954734
1926-05-01,11.56,0.6375,1.246,10.575158463806103
1926-06-01,12.11,0.645,1.245,11.197979740229961
1926-07-01,12.62,0.6525,1.244,11.869694058481285
1926-08-01,13.12,0.66,1.243,12.488808219521884
1926-09-01,13.32,0.6675,1.242,12.692614823344721
1926-10-01,13.02,0.675,1.242,12.426517521583351
1926-11-01,13.19,0.6825,1.241,12.615251212344488
1926-12-01,13.49,0.69,1.24,13.009052728993131
1927-01-01,13.4,0.6967,1.229,13.185930628677793
1927-02-01,13.66,0.7033,1.218,13.633966132216209
1927-03-01,13.87,0.71,1.208,14.033257507604493
1927-04-01,14.21,0.7167,1.197,14.48822220915705
1927-05-01,14.7,0.7233,1.186,15.002347055737104
1927-06-01,14.89,0.73,1.175,15.12033348174752
1927-07-01,15.22,0.7367,1.164,15.820802594477746
1927-08-01,16.03,0.7433,1.153,16.862861852763807
1927-09-01,16.94,0.75,1.143,17.818723713516423
1927-10-01,16.68,0.7567,1.132,17.537237852261086
1927-11-01,17.06,0.7633,1.121,18.131301434952423
1927-12-01,17.46,0.77,1.11,18.64662402140252
1928-01-01,17.53,0.7767,1.133,18.806128571700764
1928-02-01,17.32,0.7833,1.155,18.86885051958402
1928-03-01,18.25,0.79,1.177,19.943417799064527
1928-04-01,19.4,0.7967,1.2,21.257909249487486
1928-05-01,20.0,0.8033,1.222,21.83273217874002
1928-06-01,19.02,0.81,1.245,20.913421576866696
1928-07-01,19.16,0.8167,1.268,21.081905435296786
1928-08-01,19.78,0.8233,1.29,21.762131502579233
1928-09-01,21.17,0.83,1.312,23.004649446159224
1928-10-01,21.6,0.8367,1.335,23.578344239585032
1928-11-01,23.06,0.8433,1.357,25.121984571109586
1928-12-01,23.15,0.85,1.38,25.301591027426138
1929-01-01,24.86,0.86,1.399,27.08319962083276
1929-02-01,24.99,0.87,1.418,27.131672798247376
1929-03-01,25.43,0.88,1.438,27.675748437861863
1929-04-01,25.28,0.89,1.457,27.568454472898285
1929-05-01,25.66,0.9,1.476,27.69858687500811
1929-06-01,26.15,0.91,1.495,27.935467830288673
1929-07-01,28.48,0.92,1.514,29.93328940684219
1929-08-01,30.1,0.93,1.533,31.48031324717298
1929-09-01,31.3,0.94,1.552,32.56378859877669
1929-10-01,27.99,0.95,1.572,28.961067164354773
1929-11-01,20.58,0.96,1.591,21.171036000097033
1929-12-01,21.4,0.97,1.61,22.00737317641833
1930-01-01,21.71,0.9708,1.557,22.310724294336843
1930-02-01,23.07,0.9717,1.503,23.697117749335874
1930-03-01,23.94,0.9725,1.45,24.586607792668847
1930-04-01,25.46,0.9733,1.397,25.843436862018297
1930-05-01,23.94,0.9742,1.343,24.309760633908155
1930-06-01,21.52,0.975,1.29,21.866899333389465
1930-07-01,21.06,0.9758,1.237,21.54879759254664
1930-08-01,20.79,0.9767,1.183,21.300602241118145
1930-09-01,20.78,0.9775,1.13,21.07258178844731
1930-10-01,17.92,0.9783,1.077,18.214870154658627
1930-11-01,16.62,0.9792,1.023,16.93971137777516
1930-12-01,15.51,0.98,0.97,16.05500185653132
1931-01-01,15.98,0.9667,0.94,16.70547873154761
1931-02-01,17.2,0.9533,0.91,18.161492436976083
1931-03-01,17.53,0.94,0.88,18.579561032791283
1931-04-01,15.86,0.9267,0.85,16.872315331609663
1931-05-01,14.33,0.9133,0.82,15.401539999110112
1931-06-01,13.87,0.9,0.79,15.062476074643246
1931-07-01,14.33,0.8867,0.76,15.516750095516324
1931-08-01,13.9,0.8733,0.73,15.006276602886544
1931-09-01,11.83,0.86,0.7,12.817745261106882
1931-10-01,10.25,0.8467,0.67,11.14592640766093
1931-11-01,10.39,0.8333,0.64,11.415600295644678
1931-12-01,8.44,0.82,0.61,9.30603286796832
1932-01-01,8.3,0.7933,0.5933,9.312406455177845
1932-02-01,8.23,0.7667,0.5767,9.336932251008404
1932-03-01,8.26,0.74,0.56,9.413065028012214
1932-04-01,6.28,0.7133,0.5433,7.19223319611549
1932-05-01,5.51,0.6867,0.5267,6.3908572898814455
1932-06-01,4.77,0.66,0.51,5.5650593715289665
1932-07-01,5.01,0.6333,0.4933,5.8387636718512
1932-08-01,7.53,0.6067,0.4767,8.83465320518121
1932-09-01,8.26,0.58,0.46,9.76116856406371
1932-10-01,7.12,0.5533,0.4433,8.478606607689086
1932-11-01,7.05,0.5267,0.4267,8.4633095671229
1932-12-01,6.82,0.5,0.41,8.257073999100685
1933-01-01,7.09,0.495,0.4125,8.72804616281353
1933-02-01,6.25,0.49,0.415,7.826051751316599
1933-03-01,6.23,0.485,0.4175,7.874681322943172
1933-04-01,6.89,0.48,0.42,8.723101646068116
1933-05-01,8.87,0.475,0.4225,11.249651251932448
1933-06-01,10.39,0.47,0.425,13.098875517269526
1933-07-01,11.23,0.465,0.4275,13.754304493874534
1933-08-01,10.67,0.46,0.43,12.999527050367739
1933-09-01,10.58,0.455,0.4325,12.922920614885998
1933-10-01,9.55,0.45,0.435,11.696253568143694
1933-11-01,9.78,0.445,0.4375,12.011766193389937
1933-12-01,9.97,0.44,0.44,12.281801622601115
1934-01-01,10.54,0.4408,0.4442,13.025119828332379
1934-02-01,11.32,0.4417,0.4483,13.926922904274297
1934-03-01,10.74,0.4425,0.4525,13.254537629740087
1934-04-01,10.92,0.4433,0.4567,13.518389284490095
1934-05-01,9.81,0.4442,0.4608,12.181583235024023
1934-06-01,9.94,0.445,0.465,12.287726483952428
1934-07-01,9.47,0.4458,0.4692,11.741524229318244
1934-08-01,9.1,0.4467,0.4733,11.31502598182905
1934-09-01,8.88,0.4475,0.4775,10.909954083288847
1934-10-01,8.95,0.4483,0.4817,11.10835260535173
1934-11-01,9.2,0.4492,0.4858,11.448808690205704
1934-12-01,9.26,0.45,0.49,11.63933756647589
1935-01-01,9.26,0.45,0.57,11.4959079682016
1935-02-01,8.98,0.45,0.65,11.08781215905557
1935-03-01,8.41,0.45,0.73,10.39827240479004
1935-04-01,9.04,0.446667,0.756667,11.10421020714953
1935-05-01,9.75,0.443333,0.783333,11.985576683480103
1935-06-01,10.12,0.44,0.81,12.539519324443896
1935-07-01,10.65,0.44,0.793333,13.202137936511019
1935-08-01,11.37,0.44,0.776667,14.105056846668962
1935-09-01,11.61,0.44,0.76,14.418891702707441
1935-10-01,11.92,0.45,0.76,14.826232627114095
1935-11-01,13.04,0.46,0.76,16.12960516325114
1935-12-01,13.04,0.47,0.76,16.159192714615326
1936-01-01,13.76,0.48,0.77,17.08735984599724
1936-02-01,14.55,0.49,0.78,18.104536459517785
1936-03-01,14.86,0.5,0.79,18.660478203926022
1936-04-01,14.88,0.516667,0.82,18.7189996651515
1936-05-01,14.09,0.533333,0.85,17.75019251932864
1936-06-01,14.69,0.55,0.88,18.393001065831335
1936-07-01,15.56,0.57,0.9,19.36046451231913
1936-08-01,15.87,0.59,0.92,19.623060162983755
1936-09-01,16.05,0.61,0.94,19.862024243287635
1936-10-01,16.89,0.646667,0.966667,20.913091852533118
1936-11-01,17.36,0.683333,0.993333,21.49976534102416
1936-12-01,17.06,0.72,1.02,21.125663548155433
1937-01-01,17.59,0.73,1.05,21.618741582953504
1937-02-01,18.11,0.74,1.08,22.244221552805154
1937-03-01,18.09,0.75,1.11,22.04219701605057
1937-04-01,17.01,0.78,1.13,20.556579457432857
1937-05-01,16.25,0.81,1.15,19.474174686572102
1937-06-01,15.64,0.84,1.17,18.711659960364962
1937-07-01,16.57,0.816667,1.18667,19.646723279607624
