date,sp500,dividends,earnings,cape
1937-08-01,16.74,0.793333,1.20333,19.80698257738096
1937-09-01,14.37,0.77,1.22,16.847882862705806
1937-10-01,12.28,0.78,1.19,14.361659574753359
1937-11-01,11.2,0.79,1.16,13.158119166486065
1937-12-01,11.02,0.8,1.13,13.008483033706135
1938-01-01,11.31,0.793333,1.07667,13.511461918562418
1938-02-01,11.04,0.786667,1.02333,13.263076236460869
1938-03-01,10.31,0.78,0.97,12.377286234697687
1938-04-01,9.89,0.766667,0.903333,11.789517720684184
1938-05-01,9.98,0.753333,0.836667,11.992275930545693
1938-06-01,10.21,0.74,0.77,12.288966307788131
1938-07-01,12.24,0.713333,0.72,14.770328017492073
1938-08-01,12.31,0.686667,0.67,14.903588512604372
1938-09-01,11.75,0.66,0.62,14.282330508639973
1938-10-01,13.06,0.61,0.626667,16.06114764333344
1938-11-01,13.07,0.56,0.633333,16.149571800715513
1938-12-01,12.69,0.51,0.64,15.756484438994002
1939-01-01,12.5,0.513333,0.663333,15.599634410919283
1939-02-01,12.4,0.516667,0.686667,15.664696928954767
1939-03-01,12.39,0.52,0.71,15.729223743214222
1939-04-01,10.83,0.523333,0.726667,13.916994579812402
1939-05-01,11.23,0.526667,0.743333,14.50292949965777
1939-06-01,11.43,0.53,0.76,14.833828921489784
1939-07-01,11.71,0.54,0.776667,15.270952598570252
1939-08-01,11.54,0.55,0.793333,15.120082343333982
1939-09-01,12.77,0.56,0.81,16.452835577060956
1939-10-01,12.9,0.58,0.84,16.821204806265634
1939-11-01,12.67,0.6,0.87,16.599238509946634
1939-12-01,12.37,0.62,0.9,16.28041290128383
1940-01-01,12.3,0.623333,0.93,16.378480342613663
1940-02-01,12.22,0.626667,0.96,16.21611984773105
1940-03-01,12.15,0.63,0.99,16.172906305307887
1940-04-01,12.27,0.636667,1.00667,16.370988707128777
1940-05-01,10.58,0.643333,1.02333,14.138747694800726
1940-06-01,9.67,0.65,1.04,12.843765598268803
1940-07-01,9.99,0.656667,1.05333,13.36988476321005
1940-08-01,10.2,0.663333,1.06667,13.649399392391631
1940-09-01,10.63,0.67,1.08,14.214842598620633
1940-10-01,10.73,0.67,1.07,14.328290323104948
1940-11-01,10.98,0.67,1.06,14.6366892487636
1940-12-01,10.53,0.67,1.05,13.908426122353834
1941-01-01,10.55,0.673333,1.05333,13.904158267950828
1941-02-01,9.89,0.676667,1.05667,13.002943303402443
1941-03-01,9.95,0.68,1.06,12.955719822063324
1941-04-01,9.64,0.683333,1.07,12.429370389220782
1941-05-01,9.43,0.686667,1.08,12.037206512481575
1941-06-01,9.76,0.69,1.09,12.16430659062844
1941-07-01,10.26,0.693333,1.12333,12.744996277919578
1941-08-01,10.21,0.696667,1.15667,12.463173720387799
1941-09-01,10.24,0.7,1.19,12.279729272093073
1941-10-01,9.83,0.703333,1.18,11.577814956574075
1941-11-01,9.37,0.706667,1.17,10.911668685916965
1941-12-01,8.76,0.71,1.16,10.086593309917902
1942-01-01,8.93,0.703333,1.12,10.10168643192925
1942-02-01,8.65,0.696667,1.08,9.680255591749363
1942-03-01,8.18,0.69,1.04,9.003426617760965
1942-04-01,7.84,0.68,1.02,8.544255707588258
1942-05-01,7.93,0.67,1.0,8.506116259696048
1942-06-01,8.33,0.66,0.98,8.905456928518051
1942-07-01,8.64,0.646667,0.966667,9.150488900994738
1942-08-01,8.59,0.633333,0.953333,9.012823047564293
1942-09-01,8.68,0.62,0.94,9.0778298393715
1942-10-01,9.32,0.61,0.97,9.599176749352985
1942-11-01,9.47,0.6,1.0,9.661334152171658
1942-12-01,9.52,0.59,1.03,9.617514103283177
1943-01-01,10.09,0.59,1.04333,10.150534220432082
1943-02-01,10.69,0.59,1.05667,10.708982995221268
1943-03-01,11.07,0.59,1.07,10.850541744036802
1943-04-01,11.44,0.59,1.08,11.03922714293969
1943-05-01,11.89,0.59,1.09,11.362215800613692
1943-06-01,12.1,0.59,1.1,11.516744786451229
1943-07-01,12.35,0.593333,1.09333,11.774213341781655
1943-08-01,11.74,0.596667,1.08667,11.210545904158964
1943-09-01,11.99,0.6,1.08,11.336281939610284
1943-10-01,11.88,0.603333,1.03333,11.18733550332603
1943-11-01,11.33,0.606667,0.986667,10.631033673001415
1943-12-01,11.48,0.61,0.94,10.737360316041066
1944-01-01,11.85,0.613333,0.936667,11.052412763977468
1944-02-01,11.77,0.616667,0.933333,10.94791888772472
1944-03-01,12.1,0.62,0.93,11.22469319618068
1944-04-01,11.89,0.623333,0.926667,10.938275188239398
1944-05-01,12.1,0.626667,0.923333,11.103736936792622
1944-06-01,12.67,0.63,0.92,11.532785272532502
1944-07-01,13.0,0.633333,0.913333,11.738774750180712
1944-08-01,12.81,0.636667,0.906667,11.54171167420922
1944-09-01,12.6,0.64,0.9,11.328560584696467
1944-10-01,12.91,0.64,0.91,11.58310518627912
1944-11-01,12.82,0.64,0.92,11.478459198055473
1944-12-01,13.1,0.64,0.93,11.638683593355125
1945-01-01,13.49,0.643333,0.94,11.960463439806986
1945-02-01,13.94,0.646667,0.95,12.341753548186311
1945-03-01,13.93,0.65,0.96,12.323310311389323
1945-04-01,14.28,0.65,0.973333,12.631867236563071
1945-05-01,14.82,0.65,0.986667,13.036560628785349
1945-06-01,15.09,0.65,1.0,13.130223361406046
1945-07-01,14.78,0.653333,0.996667,12.86702844300915
1945-08-01,14.83,0.656667,0.993333,12.915378562256734
1945-09-01,15.84,0.66,0.99,13.798264951719775
1945-10-01,16.5,0.66,0.98,14.374662675391333
1945-11-01,17.04,0.66,0.97,14.847702661876777
1945-12-01,17.33,0.66,0.96,15.020347474739955
1946-01-01,18.02,0.666667,0.94,15.62316317776166
1946-02-01,18.07,0.673333,0.92,15.761666525801896
1946-03-01,17.53,0.68,0.9,15.134873415142527
1946-04-01,18.66,0.68,0.88,16.040842386215914
1946-05-01,18.7,0.68,0.86,16.013723170832176
1946-06-01,18.58,0.68,0.84,15.773186880128737
1946-07-01,18.05,0.683333,0.856667,14.508136111909067
1946-08-01,17.7,0.686667,0.873333,13.98493930994276
1946-09-01,15.09,0.69,0.89,11.841267540149635
1946-10-01,14.75,0.696667,0.946667,11.387602961765046
1946-11-01,14.69,0.703333,1.00333,11.11004365674329
1946-12-01,15.13,0.71,1.06,11.372779425862705
1947-01-01,15.21,0.713333,1.13,11.469296334735574
1947-02-01,15.8,0.716667,1.2,11.949565314209435
1947-03-01,15.16,0.72,1.27,11.287903096501283
1947-04-01,14.6,0.733333,1.32667,10.900825126392672
1947-05-01,14.34,0.746667,1.38333,10.733674273688539
1947-06-01,14.84,0.76,1.44,11.082715855052095
1947-07-01,15.77,0.77,1.47667,11.696446553354363
1947-08-01,15.46,0.78,1.51333,11.33747235532983
1947-09-01,15.06,0.79,1.55,10.827463017228835
1947-10-01,15.45,0.806667,1.57,11.132662042754788
1947-11-01,15.27,0.823333,1.59,10.975407324839068
1947-12-01,15.03,0.84,1.61,10.68091253196919
1948-01-01,14.83,0.843333,1.64333,10.419342657320326
1948-02-01,14.1,0.846667,1.67667,9.999761169144184
1948-03-01,14.3,0.85,1.71,10.186680609489676
1948-04-01,15.4,0.85,1.76,10.779484482024625
1948-05-01,16.15,0.85,1.81,11.241032697984444
1948-06-01,16.82,0.85,1.86,11.583895756523845
1948-07-01,16.42,0.856667,1.93,11.134621739180936
1948-08-01,15.94,0.863333,2.0,10.723556662478135
1948-09-01,15.76,0.87,2.07,10.55301368939916
1948-10-01,16.19,0.89,2.14333,10.825409809169495
1948-11-01,15.29,0.91,2.21667,10.248096205635571
1948-12-01,15.19,0.93,2.29,10.159652938900916
1949-01-01,15.36,0.946667,2.32,10.248285758038984
1949-02-01,14.77,0.963333,2.35,9.872517140570059
1949-03-01,14.91,0.98,2.38,9.901332491240922
1949-04-01,14.89,0.993333,2.38667,9.783639867544059
1949-05-01,14.78,1.00667,2.39333,9.692295086395813
1949-06-01,13.97,1.02,2.4,9.067718943419534
1949-07-01,14.76,1.02667,2.39667,9.60503809336392
1949-08-01,15.29,1.03333,2.39333,9.851348638079227
1949-09-01,15.49,1.04,2.39,9.884048361738284
1949-10-01,15.89,1.07333,2.36667,10.16985084477214
1949-11-01,16.11,1.10667,2.34333,10.215861011650643
1949-12-01,16.54,1.14,2.32,10.529330904131145
1950-01-01,16.88,1.15,2.33667,10.745733299747906
1950-02-01,17.21,1.16,2.35333,10.911564066731678
1950-03-01,17.35,1.17,2.37,10.910946522976252
1950-04-01,17.84,1.18,2.42667,11.178021600956093
1950-05-01,18.44,1.19,2.48333,11.461543104586227
1950-06-01,18.74,1.2,2.54,11.554126144044282
1950-07-01,17.38,1.24333,2.6,10.539745658930986
1950-08-01,18.43,1.28667,2.66,11.040611670261535
1950-09-01,19.08,1.33,2.72,11.337391102277296
1950-10-01,19.87,1.37667,2.76,11.66244403910526
1950-11-01,19.83,1.42333,2.8,11.542173388716297
1950-12-01,19.75,1.47,2.84,11.30666578889076
1951-01-01,21.21,1.48667,2.83667,11.895759839437064
1951-02-01,22.0,1.50333,2.83333,12.141507370682692
1951-03-01,21.63,1.52,2.83,11.841626487283095
1951-04-01,21.92,1.53333,2.79333,11.951097197083952
1951-05-01,21.93,1.54667,2.75667,11.863875406269175
1951-06-01,21.55,1.56,2.72,11.615664857025175
1951-07-01,21.93,1.54667,2.65,11.778190092457805
1951-08-01,22.89,1.53333,2.58,12.25698908414514
1951-09-01,23.48,1.52,2.51,12.444953157150035
1951-10-01,23.36,1.48333,2.48667,12.309457904118691
1951-11-01,22.71,1.44667,2.46333,11.852030617771044
1951-12-01,23.41,1.41,2.44,12.147072568106783
1952-01-01,24.19,1.41333,2.42667,12.527059748172299
1952-02-01,23.75,1.41667,2.41333,12.364119350461094
1952-03-01,23.81,1.42,2.4,12.362339087390362
1952-04-01,23.74,1.43,2.38,12.242728683266883
1952-05-01,23.73,1.44,2.36,12.200478761945838
1952-06-01,24.38,1.45,2.34,12.447881581789368
1952-07-01,25.08,1.45,2.34667,12.669112889622482
1952-08-01,25.18,1.45,2.35333,12.678378236328623
1952-09-01,24.78,1.45,2.36,12.43467802042551
1952-10-01,24.26,1.43667,2.37333,12.131183558686875
1952-11-01,25.03,1.42333,2.38667,12.473469765515311
1952-12-01,26.04,1.41,2.4,12.933964306161373
1953-01-01,26.18,1.41,2.41,13.01077344799518
1953-02-01,25.86,1.41,2.42,12.859346880687902
1953-03-01,25.99,1.41,2.43,12.834819340092494
1953-04-01,24.71,1.41333,2.45667,12.163901454006805
1953-05-01,24.84,1.41667,2.48333,12.141970791867786
1953-06-01,23.95,1.42,2.51,11.624407885470086
1953-07-01,24.29,1.42,2.52333,11.750201645310005
1953-08-01,24.39,1.42,2.53667,11.715076201734007
1953-09-01,23.27,1.42,2.55,11.139349357262926
1953-10-01,23.97,1.43,2.53667,11.391934765421418
1953-11-01,24.5,1.44,2.52333,11.644070268505775
1953-12-01,24.83,1.45,2.51,11.754449184027296
1954-01-01,25.46,1.45667,2.52333,12.002650554927829
1954-02-01,26.02,1.46333,2.53667,12.21505248543284
1954-03-01,26.57,1.47,2.55,12.420105295189975
1954-04-01,27.63,1.46333,2.57333,12.90786818406092
1954-05-01,28.73,1.45667,2.59667,13.312042238025862
1954-06-01,28.96,1.45,2.62,13.357885903659
1954-07-01,30.13,1.45667,2.62333,13.83300956424533
1954-08-01,30.73,1.46333,2.62667,14.04211234732058
1954-09-01,31.45,1.47,2.63,14.356474143296976
1954-10-01,32.18,1.49333,2.67667,14.619231935730564
1954-11-01,33.44,1.51667,2.72333,15.117311697434394
1954-12-01,34.97,1.54,2.77,15.789062002327093
1955-01-01,35.6,1.54667,2.83333,15.99078106296984
1955-02-01,36.79,1.55333,2.89667,16.43772821598712
1955-03-01,36.5,1.56,2.96,16.2192829455378
1955-04-01,37.76,1.56333,3.04667,16.685266628063516
1955-05-01,37.6,1.56667,3.13333,16.518057827257806
1955-06-01,39.78,1.57,3.22,17.37009196340532
1955-07-01,42.69,1.58667,3.29333,18.45403190663289
1955-08-01,42.43,1.60333,3.36667,18.222326463047764
1955-09-01,44.34,1.62,3.44,18.84396065426132
1955-10-01,42.11,1.62667,3.5,17.772325789386105
1955-11-01,44.95,1.63333,3.56,18.83555928827391
1955-12-01,45.37,1.64,3.62,18.942369035813588
1956-01-01,44.15,1.67,3.64333,18.292585385418906
1956-02-01,44.43,1.7,3.66667,18.266116815127795
1956-03-01,47.49,1.73,3.69,19.371210099299976
1956-04-01,48.05,1.75333,3.66,19.370593634578512
1956-05-01,46.54,1.77667,3.63,18.54450659175445
1956-06-01,46.27,1.8,3.6,18.158163846958708
1956-07-01,48.78,1.81333,3.55333,18.856797596896797
1956-08-01,48.49,1.82667,3.50667,18.670937110186433
1956-09-01,46.84,1.84,3.46,17.836640796312032
1956-10-01,46.24,1.80667,3.44333,17.41895294863614
1956-11-01,45.76,1.77333,3.42667,17.120339736628264
1956-12-01,46.44,1.74,3.41,17.19752272556093
1957-01-01,45.43,1.73667,3.40667,16.71778007853301
1957-02-01,43.47,1.73333,3.40333,15.843733142229743
1957-03-01,44.03,1.73,3.4,15.900417108869172
1957-04-01,45.05,1.73,3.40667,16.123704360211757
1957-05-01,46.78,1.73,3.41333,16.598110789114266
1957-06-01,47.55,1.73,3.42,16.72991887247287
1957-07-01,48.51,1.74,3.43667,16.868882383979802
1957-08-01,45.84,1.75,3.45333,15.868942729452252
1957-09-01,43.98,1.76,3.47,15.157274488962218
1957-10-01,41.24,1.77,3.43667,14.14945148948354
1957-11-01,40.35,1.78,3.40333,13.73624223529849
1957-12-01,40.33,1.79,3.37,13.673246057951388
1958-01-01,41.12,1.78333,3.29333,13.788431552307634
1958-02-01,41.26,1.77667,3.21667,13.784906390337682
1958-03-01,42.11,1.77,3.14,13.925589923892943
1958-04-01,42.34,1.75667,3.07,13.91350176526278
1958-05-01,43.7,1.74333,3.0,14.323824968409234
1958-06-01,44.75,1.73,2.93,14.63555555195627
1958-07-01,45.98,1.73,2.91333,14.957457101901134
1958-08-01,47.7,1.73,2.89667,15.544566891165921
1958-09-01,48.96,1.73,2.88,15.931923184092847
1958-10-01,50.95,1.73667,2.88333,16.559803310351576
1958-11-01,52.5,1.74333,2.88667,16.988883579386336
1958-12-01,53.49,1.75,2.89,17.358357365369965
1959-01-01,55.62,1.75667,2.96333,17.980339342993396
1959-02-01,54.77,1.76333,3.03667,17.75916926361143
1959-03-01,56.16,1.77,3.11,18.200871845485636
1959-04-01,57.1,1.77667,3.20667,18.430753048783423
1959-05-01,57.96,1.78333,3.30333,18.692721439594177
1959-06-01,57.46,1.79,3.4,18.44859139706648
1959-07-01,59.74,1.79667,3.41,19.09053397579651
1959-08-01,59.4,1.80333,3.42,18.9588036407502
1959-09-01,57.05,1.81,3.43,18.12329055675862
1959-10-01,57.0,1.81667,3.41667,18.021962441515424
1959-11-01,57.23,1.82333,3.40333,18.07178913057021
1959-12-01,59.06,1.83,3.39,18.624728977900105
1960-01-01,58.03,1.86667,3.39,18.338284994375563
1960-02-01,55.78,1.90333,3.39,17.545275108945976
1960-03-01,55.02,1.94,3.39,17.28602072052215
1960-04-01,55.73,1.94333,3.34667,17.429766947597205
1960-05-01,55.22,1.94667,3.30333,17.25617057872791
1960-06-01,57.26,1.95,3.26,17.823363817264738
1960-07-01,55.84,1.95,3.26333,17.37680647289811
1960-08-01,56.51,1.95,3.26667,17.582113039577667
1960-09-01,54.81,1.95,3.27,17.052015467817665
1960-10-01,53.73,1.95,3.27,16.605104536251027
1960-11-01,55.47,1.95,3.27,17.146088452418997
1960-12-01,56.8,1.95,3.27,17.562090833957118
1961-01-01,59.72,1.94667,3.21,18.47041698647717
1961-02-01,62.17,1.94333,3.15,19.234014498298354
1961-03-01,64.12,1.94,3.09,19.84422527272557
1961-04-01,65.83,1.94,3.07,20.38284297575478
1961-05-01,66.5,1.94,3.05,20.598606843297343
1961-06-01,65.62,1.94,3.03,20.332414551592294
1961-07-01,65.44,1.94667,3.03667,20.146643736827315
1961-08-01,67.79,1.95333,3.04333,20.941688475215177
1961-09-01,67.26,1.96,3.05,20.705243044147256
1961-10-01,68.0,1.98,3.09667,20.92419014101079
1961-11-01,71.08,2.0,3.14333,21.857957721959668
1961-12-01,71.74,2.02,3.19,22.041480198382263
1962-01-01,69.07,2.02667,3.25,21.19793140001522
1962-02-01,70.22,2.03333,3.31,21.45168775487338
1962-03-01,70.29,2.04,3.37,21.44315856852623
1962-04-01,68.05,2.04667,3.40333,20.65833644764903
1962-05-01,62.99,2.05333,3.43667,19.089367498116648
1962-06-01,55.63,2.06,3.47,16.827571244792466
1962-07-01,56.97,2.06667,3.49,17.141325661322785
1962-08-01,58.52,2.07333,3.51,17.571262631045528
1962-09-01,58.0,2.08,3.53,17.321461147465477
1962-10-01,56.17,2.09667,3.57667,16.739820967901327
1962-11-01,60.04,2.11333,3.62333,17.85438648949714
1962-12-01,62.64,2.13,3.67,18.585836118439854
1963-01-01,65.06,2.13667,3.68333,19.25923169325405
1963-02-01,65.92,2.14333,3.69667,19.469191309671405
1963-03-01,65.67,2.15,3.71,19.288064606604834
1963-04-01,68.76,2.16667,3.75333,20.15007723822698
1963-05-01,70.14,2.18333,3.79667,20.507585864952613
1963-06-01,70.11,2.2,3.84,20.384149993841
1963-07-01,69.07,2.20333,3.88,19.96923188594964
1963-08-01,70.98,2.20667,3.92,20.47263790052768
1963-09-01,72.85,2.21,3.96,20.960360090705112
1963-10-01,73.03,2.23333,3.98,20.8913445954115
1963-11-01,72.62,2.25667,4.0,20.72039933533971
1963-12-01,74.17,2.28,4.02,21.038599376737054
1964-01-01,76.45,2.29667,4.07333,21.627216196980932
1964-02-01,77.39,2.31333,4.12667,21.832670826710327
1964-03-01,78.8,2.33,4.18,22.16724558598264
1964-04-01,79.94,2.34667,4.23,22.422192169737183
1964-05-01,80.72,2.36333,4.28,22.574330769563836
1964-06-01,80.24,2.38,4.33,22.300288036082794
1964-07-01,83.22,2.4,4.37667,22.984351845738406
1964-08-01,82.0,2.42,4.42333,22.650407292938798
1964-09-01,83.41,2.44,4.47,22.892221984231693
1964-10-01,84.85,2.46,4.49667,23.212154680675347
1964-11-01,85.44,2.48,4.52333,23.225019793095832
1964-12-01,83.96,2.5,4.55,22.752984772787272
1965-01-01,86.12,2.51667,4.59333,23.269335081922474
1965-02-01,86.75,2.53333,4.63667,23.37206827275135
1965-03-01,86.83,2.55,4.68,23.253528200034854
1965-04-01,87.97,2.57,4.73333,23.4205519547713
1965-05-01,89.28,2.59,4.78667,23.70880830886195
1965-06-01,85.04,2.61,4.84,22.385342986457797
1965-07-01,84.91,2.62667,4.88667,22.30078171217444
1965-08-01,86.49,2.64333,4.93333,22.665971845964396
1965-09-01,89.38,2.66,4.98,23.374146831648634
1965-10-01,91.39,2.68,5.05,23.775745523312697
1965-11-01,92.15,2.7,5.12,23.925461156673727
1965-12-01,91.73,2.72,5.19,23.69411154910633
1966-01-01,93.32,2.74,5.24,24.058483388421752
1966-02-01,92.69,2.76,5.29,23.70002714557941
1966-03-01,88.88,2.78,5.34,22.611112582290005
1966-04-01,91.6,2.79667,5.38,23.11369646261583
1966-05-01,86.78,2.81333,5.42,21.852177976763095
1966-06-01,86.06,2.83,5.46,21.55525338322625
1966-07-01,85.84,2.85,5.47667,21.38170200743341
1966-08-01,80.65,2.87,5.49333,19.913903864009807
1966-09-01,77.81,2.89,5.51,19.161676250615002
1966-10-01,77.13,2.88333,5.52333,18.825409371315676
1966-11-01,80.99,2.87667,5.53667,19.711251211928964
1966-12-01,81.33,2.87,5.55,19.736473752791966
1967-01-01,84.45,2.88,5.51667,20.432242125384278
1967-02-01,87.36,2.89,5.48333,21.074443163678442
1967-03-01,89.42,2.9,5.45,21.4438986020191
1967-04-01,90.96,2.9,5.41,21.686025566746242
1967-05-01,92.59,2.9,5.37,21.948477389658407
1967-06-01,91.43,2.9,5.33,21.552097609793492
1967-07-01,93.01,2.90667,5.32,21.804196245666372
1967-08-01,94.49,2.91333,5.31,22.030627049126025
1967-09-01,95.81,2.92,5.3,22.2191454886648
1967-10-01,95.66,2.92,5.31,22.068199194183894
1967-11-01,92.66,2.92,5.32,21.26310296833629
1967-12-01,95.3,2.92,5.33,21.751597808723638
1968-01-01,95.04,2.93,5.36667,21.51153589633219
1968-02-01,90.75,2.94,5.40333,20.42499237621423
1968-03-01,89.09,2.95,5.44,19.934711308295707
1968-04-01,95.67,2.96333,5.48333,21.277356015671746
1968-05-01,97.87,2.97667,5.52667,21.63022714277988
1968-06-01,100.5,2.99,5.57,22.004623431346538
1968-07-01,100.3,3.00333,5.6,21.753537415670955
1968-08-01,98.11,3.01667,5.63,21.137766793617857
1968-09-01,101.3,3.03,5.66,21.680275633292936
1968-10-01,103.8,3.04333,5.69333,22.00460692795689
1968-11-01,105.4,3.05667,5.72667,22.19552922715816
1968-12-01,106.5,3.07,5.76,22.277872995434887
1969-01-01,102.0,3.08,5.78,21.194968072847157
1969-02-01,101.5,3.09,5.8,20.895729901987245
1969-03-01,99.3,3.1,5.82,20.20228761648166
1969-04-01,101.3,3.11,5.82667,20.42860808193216
1969-05-01,104.6,3.12,5.83333,20.972258271972102
1969-06-01,99.14,3.13,5.84,19.713341583757636
1969-07-01,94.71,3.13667,5.85667,18.681708207192763
1969-08-01,94.18,3.14333,5.87333,18.429515590207746
1969-09-01,94.51,3.15,5.89,18.398046344676978
1969-10-01,95.52,3.15333,5.85333,18.448662031815356
1969-11-01,96.21,3.15667,5.81667,18.43776008469104
1969-12-01,91.11,3.16,5.78,17.326929913742685
1970-01-01,90.31,3.16333,5.73,17.09054139514021
1970-02-01,87.16,3.16667,5.68,16.37258678715985
1970-03-01,88.65,3.17,5.63,16.531690813943616
1970-04-01,85.95,3.17333,5.59333,15.873067819354057
1970-05-01,76.06,3.17667,5.55667,13.983836060789193
1970-06-01,75.59,3.18,5.52,13.799691797725178
1970-07-01,75.72,3.18333,5.46667,13.72649974435977
1970-08-01,77.92,3.18667,5.41333,14.10045651681545
1970-09-01,82.58,3.19,5.36,14.842661145242225
1970-10-01,84.37,3.17333,5.28333,15.064185404089637
1970-11-01,84.28,3.15667,5.20667,14.950761908791732
1970-12-01,90.05,3.14,5.13,15.873840687205746
1971-01-01,93.49,3.13,5.16,16.461793943491948
1971-02-01,97.11,3.12,5.19,17.03453478150213
1971-03-01,99.6,3.11,5.22,17.40290260718888
1971-04-01,103.0,3.10667,5.25333,17.92411044795961
1971-05-01,101.6,3.10333,5.28667,17.564153279699383
1971-06-01,99.72,3.1,5.32,17.083166880070703
1971-07-01,99.0,3.09667,5.35667,16.88941470869336
1971-08-01,97.24,3.09333,5.39333,16.51944944305156
1971-09-01,99.4,3.09,5.43,16.856792547836
1971-10-01,97.29,3.08333,5.52,16.42886270915947
1971-11-01,92.78,3.07667,5.61,15.638712654326644
1971-12-01,99.17,3.07,5.7,16.603557212925335
1972-01-01,103.3,3.07,5.73667,17.26299679703517
1972-02-01,105.2,3.07,5.77333,17.46414760548617
1972-03-01,107.7,3.07,5.81,17.805643849614942
1972-04-01,108.8,3.07,5.86333,17.91516167849829
1972-05-01,107.7,3.07,5.91667,17.662646200372553
1972-06-01,108.0,3.07,5.97,17.64085731574025
1972-07-01,107.2,3.07333,6.02667,17.39869003113817
1972-08-01,111.0,3.07667,6.08333,17.943404688029798
1972-09-01,109.4,3.08,6.14,17.613854552912112
1972-10-01,109.6,3.10333,6.23333,17.53318385415856
1972-11-01,115.1,3.12667,6.32667,18.338894714968056
1972-12-01,117.5,3.15,6.42,18.64571944207368
1973-01-01,118.4,3.15667,6.54667,18.712530467302436
1973-02-01,114.2,3.16333,6.67333,17.889889599193758
1973-03-01,112.4,3.17,6.8,17.412142058290343
1973-04-01,110.3,3.18667,6.94333,16.93574006605083
1973-05-01,107.2,3.20333,7.08667,16.31433875966858
1973-06-01,104.8,3.22,7.23,15.808323047681984
1973-07-01,105.8,3.23667,7.38333,15.889518573988784
1973-08-01,103.8,3.25333,7.53667,15.278501094706126
1973-09-01,105.6,3.27,7.69,15.47530860180556
1973-10-01,109.8,3.30667,7.84667,15.913516308933385
1973-11-01,102.0,3.34333,8.00333,14.651845159710566
1973-12-01,94.78,3.38,8.16,13.493329686205884
1974-01-01,96.11,3.4,8.22667,13.53072189251395
1974-02-01,93.45,3.42,8.29333,12.957321280205385
1974-03-01,97.44,3.44,8.36,13.310364239140156
1974-04-01,92.46,3.46,8.48667,12.550411048540903
1974-05-01,89.67,3.48,8.61333,11.995436947329656
1974-06-01,89.79,3.5,8.74,11.888498820078992
1974-07-01,79.31,3.53,8.86333,10.394141805327047
1974-08-01,76.03,3.56,8.98667,9.824195723141194
1974-09-01,68.12,3.59,9.11,8.680421305646329
1974-10-01,69.44,3.59333,9.03667,8.74498383380958
1974-11-01,71.74,3.59667,8.96333,8.948984512755603
1974-12-01,67.07,3.6,8.89,8.289060055923082
1975-01-01,72.56,3.62333,8.74333,8.920995508404248
1975-02-01,80.1,3.64667,8.59667,9.762246716166468
1975-03-01,83.78,3.67,8.45,10.163796767444035
1975-04-01,84.72,3.68333,8.28667,10.233076136605922
1975-05-01,90.1,3.69667,8.12333,10.818139119335811
1975-06-01,92.4,3.71,7.96,11.011354609247663
1975-07-01,92.49,3.71,7.89333,10.90276704823858
1975-08-01,85.71,3.71,7.82667,10.089769593328015
1975-09-01,84.67,3.71,7.76,9.918905356559419
1975-10-01,88.57,3.7,7.82667,10.32759977750111
1975-11-01,90.07,3.69,7.89333,10.435859457947894
1975-12-01,88.7,3.68,7.96,10.250368416256833
1976-01-01,96.86,3.68333,8.19333,11.185051362622142
1976-02-01,100.6,3.68667,8.42667,11.58609299444968
1976-03-01,101.1,3.69,8.66,11.631754403566505
1976-04-01,101.9,3.71333,8.85667,11.689164132206363
1976-05-01,101.2,3.73667,9.05333,11.532053585609415
1976-06-01,101.8,3.76,9.25,11.543841631417095
1976-07-01,104.2,3.79,9.35,11.757490488689905
1976-08-01,103.3,3.82,9.45,11.597986002509245
1976-09-01,105.5,3.85,9.55,11.805990949539785
1976-10-01,101.9,3.91667,9.67,11.345696136316691
1976-11-01,101.2,3.98333,9.79,11.248855860507957
1976-12-01,104.7,4.05,9.91,11.597589726582935
1977-01-01,103.8,4.09667,9.96667,11.437961346787553
1977-02-01,101.0,4.14333,10.0233,11.014841854222773
1977-03-01,100.6,4.19,10.08,10.895746511662738
1977-04-01,99.05,4.24667,10.1933,10.636037409141355
1977-05-01,98.76,4.30333,10.3067,10.548486693556995
1977-06-01,99.29,4.36,10.42,10.530023959090755
1977-07-01,100.2,4.40667,10.5167,10.567692447775407
1977-08-01,97.75,4.45333,10.6133,10.268385666710994
1977-09-01,96.23,4.5,10.71,10.0677428200707
1977-10-01,93.74,4.55667,10.77,9.766666299556546
1977-11-01,94.28,4.61333,10.83,9.766299983660199
1977-12-01,93.82,4.67,10.89,9.67826658253592
1978-01-01,90.25,4.71333,10.9,9.241462260934691
1978-02-01,88.98,4.75667,10.91,9.04526357070474
1978-03-01,88.82,4.8,10.92,8.950420077633893
1978-04-01,92.71,4.83667,11.0233,9.262588720866844
1978-05-01,97.41,4.87333,11.1267,9.634910728598447
1978-06-01,97.66,4.91,11.23,9.549678981041737
1978-07-01,97.19,4.94667,11.3433,9.425524047787357
1978-08-01,103.9,4.98333,11.4567,10.023970854003753
1978-09-01,103.9,5.02,11.57,9.94188747300441
1978-10-01,100.6,5.03667,11.8233,9.533608358208832
1978-11-01,94.71,5.05333,12.0767,8.928418902293151
1978-12-01,96.11,5.07,12.33,9.011941819133831
1979-01-01,99.71,5.11333,12.6533,9.257636919139975
1979-02-01,98.23,5.15667,12.9767,9.003740371045636
1979-03-01,100.1,5.2,13.3,9.070785029660765
1979-04-01,102.1,5.24667,13.5267,9.133063566217416
